,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
63,Business Analyst,Osolutions,Marketing and Advertising,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/ask-sev-Egypt-34672,"Sheraton, Cairo",Posted 23 days ago,2023-10-11,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,Business Development - Analyst/Research ,Analysis - Business Analysis - Communication skills - Computer Science - technical - Technology - Communication - Applications ,,"Strong technology, analytical, and communication skills. - Proven analytical background. - Demonstrated ability to develop innovative and impactful systems solutions. - Highly proficient in technical writing. - In-depth knowledge and understanding of web and mobile technologies and applications. - [Additional qualifications or certifications, if required by the company]. - "
64,Business Analyst - Health Insurance (Fully Remote),CoverGo Limited,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/CoverGo Limited-United Arab Emirates-93159,"Dubai, United Arab Emirates",Posted 28 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,,not mentioned
65,Financial Planning Analyst Specialist,Dawi Clinics,Healthcare and Medical Services,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Dawi-Clinics-Egypt-22444,"Maadi, Cairo",Posted 1 month ago,2023-10-11,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,Analyzing data - Finance - Financial - Financial Analysis - Financial Planning - Forecasting - Planning - Accounting - Research ,"Properly assess the financial state of individuals, corporations, and other organizations - Identify potential outcomes and returns - Appraise assets and financial holdings - Secure highly sensitive and confidential financial data and information - Compile detailed financial reports using calculations, data, and other client-provided information - Use information to assemble extensive financial databases - Suggest and create financial action plans for companies and individuals - Continuously update skill set, expertise, and technical knowledge by attending the required workshops and courses - Work closely with other team members in order to achieve company goals - Analyze debt restructuring and refinancing options ",Prior financial planning and strategizing experience - Understanding of database maintenance and design - Knowledge of statistical analysis - Ability to perform research and compile reports - Extensive risk management skills - Ability to track and plan budgets - Basic computational skills - Experience forecasting and analyzing data - 
66,Investment Analyst for Business Development Division,Egytrans,"Logistics and Supply Chain, Package/Freight Delivery","Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Egytrans-Egypt-10542,"New Cairo, Cairo",Posted 28 days ago,2023-10-11,1 to 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Medical insurance, pension plan and annual profit share",Business Development - Analyst/Research - Strategy/Consulting ,Analyst - analytical - Business Analysis - Economics - Investment - Finance ,"Examine and assess economic and market trends, earnings prospects, financial statements and various other indicators and factors to determine suitable investment opportunities and strategies - Analyze previous investment decisions and  make recommendations concerning needed changes - Monitor closely financial and other press and keep a track of market trends, opportunities, risks and new investment opportunities locally, regionally and globally  - Use historical and market data to create financial models that predict the financial performance of new business projects and entities.  - Conduct scenario analysis based on macro and micro factors that will help in identifying and quantifying potential business risks for new business endeavors.  - Perform sensitivity and other ad hoc analyses to analyze business performance under different sets of market assumptions to minimize errors in financial models and related decisions.  - Use financial analysis tools to provide predictive forecasts, such as expected resource needs that enable proper planning for the launching of new projects and deals.  - Identify new business opportunities and business improvement opportunities such as untapped revenue streams through the professional use of financial/ investment analysis and modeling tools - Create clear financial and business modeling presentations and reports for top management to enable timely and effective business decision-making  ","Proven working experience as an Investment Analyst for 1 to 2 years - Solid understanding of finance, economics and statistics as well as accounting concepts and statements  - Excellent user of Excel  - Strong numeric skills - Excellent quantitative and qualitative analytical skills - Bachelor's degree in Finance, Economics or Statistics - A keen eye for detail and an ability to sift through large data sets to extract meaningful information - Excellent time management skills, including the ability to work under pressure to meet tight deadlines - Excellent verbal and written communications skills in English and Arabic - Excellent reporting and presentation skills - "
67,Junior Business Analyst - Finance Intern,AccorHotels Middle East,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/AccorHotels Middle East-United Arab Emirates-94284,"Dubai, United Arab Emirates",Posted 28 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Engineering - Computer Engineering - Business - Business Development - Microsoft Office - Agile - Software Engineering - Research - SQL - System Analysis - Analyst - English - Project Management - Business Analyst ,"Employee benefit card offering discounted rates in Accor worldwide - Learning programs through our Academies and the opportunity to earn qualifications while you work - Opportunity to develop your talent and grow within your property and across the world! - Ability to make a difference in the local community through our Corporate Social Responsibility activities, like Planet 21 ",not mentioned
68,Business Analyst,Giesecke & Devrient GmbH,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Giesecke & Devrient GmbH-United Arab Emirates-93234,"Dubai, United Arab Emirates",Posted 28 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,,not mentioned
69,Senior Analyst – Information Security,Network International -Egypt,"Information Technology Services, Financial Services, Internet/E-commerce","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Network-International--Egypt-Egypt-28921,gypt ,Posted 24 days ago,2023-10-11,2 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Computer Science - Information Security ,"  - Perform system administration on specialized cyber defense applications and systems (e.g., antivirus, audit and remediation) to include installation, configuration, maintenance, backup, and restoration. - Assist in identifying, prioritizing, and coordinating the protection of critical cyber defense infrastructure and key resources. - Build, install, configure, and test dedicated cyber defense tools. - Assist in assessing the impact of implementing and sustaining a dedicated cyber defense infrastructure. - Implement Risk Management Framework (RMF)/Security Assessment and Authorization (SA&A) requirements for dedicated cyber defense systems within the enterprise, and document and maintain records for them. - Deliver information security projects to meet the NI information security strategies and goals - Be part of the security incident response group as required for managing / coordination of relevant investigation including data leaks, compromises etc. - Execute other tasks as required by Manager Information Security - Local SME for the Egypt PAM operations and work closely with the Group PAM team to ensure PAM operations are aligned and running smoothly. - Support senior PAM engineer to achieve the objectives of the PAM team. - Align with Group PAM Operation team running and ensure the SLAs and KPIs are met consistently. - Provision privilege access based on approved request. - Day to day maintenance of PAM application & underling infrastructure. - Integration of thick / think client as part of onboarding - Asset & Privilege account onboarding - Carryout password management activities - Enveloping printing - PAM application upgrade & patching - Troubleshooting / support end users for PAM related queries - Provisioning and De-provisioning of privileged accounts ","Bachelor's degree preferably in IT discipline. Post graduate degree will be an added advantage. - 2+ years of experience working in Information security teams in a large technology, banking, financial or payment service institutions. - Knowledge of various security tools such as Qualys, Proofpoint, Symantec, CrowdStrike, Guardium, Tipper etc. - CyberArk Certified Engineer or similar certifications. - Excellent verbal and written English communication skills. Must be able to present and articulate complex information security risks to technical and non-technical audiences in simple manner - "
70,Senior Systems Analyst (UAE National Only) {Career Fair- 2023},Dubai Health Authority,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Dubai Health Authority-United Arab Emirates-94287,"Dubai, United Arab Emirates",Posted 28 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Computer Engineering - Engineering - System Analysis - Software Development - Finance - System Administration - Microsoft Office - Linux - Software Engineering - Software - Accounting - Financial Analysis - Telecommunication - Installation - SQL - Agile ,"Develop detailed design specifications including service models and message schemas - Develop detailed source-to-target data mapping and data transformation rules - Develop and use enterprise service and data models - Participate in all aspects of IT product development and release cycles, including post-release research and analysis. - Provide technical and/or non-technical life-cycle systems engineering support for: systemintegration, system testing, information assurance, and development activities. - Develop project col laterals, e.g., Knowledge sharing documents/ templates, Administrative guides, Product Usage Reference/Help Manuals, Troubleshooting Guides, etc. - Define, use and communicate design patterns and best practices in service oriented analysis, design and development - Analyse all received requests and report on feasibility of implementing these request technically. - Liaise and raise change requests for application enhancement. - Produce technical documentation and project deliverables templates. - Provide technical support to team members and end users on their day-today activities. - Analyse and develop functions to improve work application procedures. - Provides and supports user training as necessary to ensure optimal usage. - Work with vendors and users to promote optimal functionality of the applications and responsible for acceptance sign-off from vendors - Participate in the testing and certification for feature compliance. - Report security incidents or potential events to the concerned. - Protect information assets from unauthorized access, disclosure, modification destruction - Do other assigned duties ",not mentioned
71,Knowlede Analyst,McKinsey & Company,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/McKinsey & Company-Saudi Arabia-93635,"Riyadh, Saudi Arabia",Posted 29 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Marketing/PR/Advertising - Analyst/Research ,qualificationsan - skills - analyst - academic - expertise ,"An undergraduate or advanced degree (MS or PhD is a plus) in economics or applied economics or a degree in an analytics field (e.g. statistics, engineering, etc.)  - 2+ years of work experience preferably with think tanks, research centers, economic modelling departments - Sound conceptual foundation in statistics and mathematics; quantitative skills and comfort working with advanced analysis techniques is critical - A track record of strong quantitative skills demonstrated in either academic or professional experience  - Solid knowledge of advanced macroeconomic models; DSGE, CGE, and other econometric models - Knowledge and practical experience in econometric applications (e.g. Eviews) and advanced analytics-oriented programming languages (e.g. Python, R) is preferred - Demonstrated expertise in economics, applied economics, econometrics and statistics; specific knowledge or experience in development economics a plus - Strong verbal and written communication skills in English - Excellent problem solving skills, including the ability to disaggregate issues, identify root causes and recommend solutions - Distinctive communications skills and ability to communicate analytical and technical content in an easy to understand way - Collaborative and demonstrated ability to work with a diverse group of team members  - Flexibility, patience, and an understanding of fluid, demanding, and unstructured environments where priorities evolve constantly and methodologies are regularly challenged - Ability to work under pressure and deliver on tight deadlines ",not mentioned
72,Software Business Analyst - Job Description,BRISK Business Inc.,"Management Consulting, Training and Coaching",Egypt • 11-50 employees,https://wuzzuf.net/jobs/careers/BRISK-Business-Inc--United-States-32763,"New Cairo, Cairo",Posted 28 days ago,2023-10-11,3 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Business Analysis - Information Technology (IT) - Computer Science - Communication - English ,"A Business Analyst to lead the Business Process definition, analysis, and optimization. - Leading process redesign workshops - Educating business users responsible for managing and operating business processes - Monitoring, measuring and providing feedback on process performance. - Facilitating process workshops that involve eliciting process requirements and liaising with users. - Applying their knowledge of business process modelling and reengineering as well as documenting processes. - The Business Analyst is required to understand how ERP, BPM, CRM and BI tools operate.  - An understanding of protocols like SOAP, WSDL, XML and other key protocols is also desirable. - The Business Analyst must be able to see the big picture, understand project objectives and be able to apply their understanding of how processes should work to facilitate system implementation and testing as well as operational improvement initiatives. - Document process information using visual diagrams in the form of business process models (using the Business Process Management Notation or the Flowchart Notation). - Analyze process models as they are (As-is), compare them to the future and improved designs (To-be) and determine the necessary changes for arriving at the improved state, incorporating all system automation. - Design business processes (To-be) and manage any subsequent changes to them during BAU and ERP system implementation. - Identify, document, and analyze all business processes levels including activities, descriptions, and tasks as well as document rules that govern the implementation of business processes. - Write Business Process Management System (BPMS) specifications to be used by the developers for process automation. - Test and execute processes using the BPMS to ensure that the right results are achieved. - Examine processes holistically to understand the impact of changing them on people, strategy, existing software applications and general business operations. - Collate feedback on process performance. The collected data forms the basis of future process improvement projects. - Monitor and measure the effectiveness of processes to ensure consistent value delivery. ","Lean/Six Sigma Certification. - BPM Certification (AIIM BPM Certificate, Certification from BPMInstitute.org, ABPMP’s Certified - Business Process Professional (CBPP®) - CBAP - CCBA  - BCS   - PMI-PBA  - IIBA - ITIL  - TOGAF - "
73,Senior Business Analyst,Confidential Company ,unknown,unknown,unknown,"Hanoi, Vietnam",Posted 1 month ago,2023-10-11,1 to 3 years,Experienced (Non-Manager),Not Specified,20000000 to 45000000 VND Per Month,IT/Software Development ,business - Business Analysis - Business Development - Communication skills - Information Technology (IT) - Communication - Data - quality - SQL - IT - Computer Science - Analysis ,"Define configuration specifications and business analysis requirements. - Perform quality assurance - Define reporting and alerting requirements - Own and develop relationship with partners, working with them to optimize and enhance our integration - Help design, document and maintain system processes - Report on common sources of technical issues or questions and make recommendations to product team - Communicate key insights and findings to product team - Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer ",Previous experience in Business / Systems Analysis or Quality Assurance - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools - Solid experience in writing SQL queries - Basic knowledge in generating process documentation. - Strong written and verbal communication skills including technical writing skills - 
74,Financial Analyst,Target Recruitment  & HR Solutions ,Human Resources,"Alexandria, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Target-Recruitment----HR-Solutions-Egypt-2029,"Alexandria, Egypt",Posted 1 month ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,accountant - Accounting - CMA - Budgeting - Commerce - Analysis - Finance - English - Financial - Financial Analysis - Reporting - Forecasting ,"Gather and analyze financial information for internal use. - Preparing budgeting and funding forecasts. - Assist the company in managing its investment portfolio - Assume responsibility for accounting procedures - Evaluate the company’s performance using key data. - Make forecasts to assist business planning and decision-making. - Conduct risk assessment and advice on ways to minimize risk. - Advice on problems and suggest improvements. - Financial Statement (Income Statement, Balance Sheet & Cash Flow) monthly Analysis. - Evaluate new investment proposals. ","Bachelor Degree of Commerce or any relevant degree. - 3 - 5 years of experience in Finance Field. - Excellent Communication & Analytical Skills. - Fluent English. - Proven experience as management accountant, accounting supervisor or similar role. - Solid knowledge of basic and advanced accounting and financial principles and practices. - Excellent knowledge of cost accounting and reporting. - Excellent knowledge or risk analysis, budgeting and forecasting. - Working knowledge of financial software and MS Office. - Analytical mind with aptitude in math. - Excellent communication and presentation skills. - A problem-solver with attention to detail. - Organizational and leadership skills. - Relevant certification (e.g. CMA or CGMA) will be preferred. - "
75,Senior Systems Analyst (UAE National Only) {Career Fair- 2023},Dubai Health Authority,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Dubai Health Authority-United Arab Emirates-94287,"Dubai, United Arab Emirates",Posted 28 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Computer Engineering - Engineering - System Analysis - Software Development - Finance - System Administration - Microsoft Office - Linux - Software Engineering - Software - Accounting - Financial Analysis - Telecommunication - Installation - SQL - Agile ,"Develop detailed design specifications including service models and message schemas - Develop detailed source-to-target data mapping and data transformation rules - Develop and use enterprise service and data models - Participate in all aspects of IT product development and release cycles, including post-release research and analysis. - Provide technical and/or non-technical life-cycle systems engineering support for: systemintegration, system testing, information assurance, and development activities. - Develop project col laterals, e.g., Knowledge sharing documents/ templates, Administrative guides, Product Usage Reference/Help Manuals, Troubleshooting Guides, etc. - Define, use and communicate design patterns and best practices in service oriented analysis, design and development - Analyse all received requests and report on feasibility of implementing these request technically. - Liaise and raise change requests for application enhancement. - Produce technical documentation and project deliverables templates. - Provide technical support to team members and end users on their day-today activities. - Analyse and develop functions to improve work application procedures. - Provides and supports user training as necessary to ensure optimal usage. - Work with vendors and users to promote optimal functionality of the applications and responsible for acceptance sign-off from vendors - Participate in the testing and certification for feature compliance. - Report security incidents or potential events to the concerned. - Protect information assets from unauthorized access, disclosure, modification destruction - Do other assigned duties ",not mentioned
76,Knowlede Analyst,McKinsey & Company,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/McKinsey & Company-Saudi Arabia-93635,"Riyadh, Saudi Arabia",Posted 29 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Marketing/PR/Advertising - Analyst/Research ,qualificationsan - skills - analyst - academic - expertise ,"An undergraduate or advanced degree (MS or PhD is a plus) in economics or applied economics or a degree in an analytics field (e.g. statistics, engineering, etc.)  - 2+ years of work experience preferably with think tanks, research centers, economic modelling departments - Sound conceptual foundation in statistics and mathematics; quantitative skills and comfort working with advanced analysis techniques is critical - A track record of strong quantitative skills demonstrated in either academic or professional experience  - Solid knowledge of advanced macroeconomic models; DSGE, CGE, and other econometric models - Knowledge and practical experience in econometric applications (e.g. Eviews) and advanced analytics-oriented programming languages (e.g. Python, R) is preferred - Demonstrated expertise in economics, applied economics, econometrics and statistics; specific knowledge or experience in development economics a plus - Strong verbal and written communication skills in English - Excellent problem solving skills, including the ability to disaggregate issues, identify root causes and recommend solutions - Distinctive communications skills and ability to communicate analytical and technical content in an easy to understand way - Collaborative and demonstrated ability to work with a diverse group of team members  - Flexibility, patience, and an understanding of fluid, demanding, and unstructured environments where priorities evolve constantly and methodologies are regularly challenged - Ability to work under pressure and deliver on tight deadlines ",not mentioned
77,Software Business Analyst - Job Description,BRISK Business Inc.,"Management Consulting, Training and Coaching",Egypt • 11-50 employees,https://wuzzuf.net/jobs/careers/BRISK-Business-Inc--United-States-32763,"New Cairo, Cairo",Posted 28 days ago,2023-10-11,3 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Business Analysis - Information Technology (IT) - Computer Science - Communication - English ,"A Business Analyst to lead the Business Process definition, analysis, and optimization. - Leading process redesign workshops - Educating business users responsible for managing and operating business processes - Monitoring, measuring and providing feedback on process performance. - Facilitating process workshops that involve eliciting process requirements and liaising with users. - Applying their knowledge of business process modelling and reengineering as well as documenting processes. - The Business Analyst is required to understand how ERP, BPM, CRM and BI tools operate.  - An understanding of protocols like SOAP, WSDL, XML and other key protocols is also desirable. - The Business Analyst must be able to see the big picture, understand project objectives and be able to apply their understanding of how processes should work to facilitate system implementation and testing as well as operational improvement initiatives. - Document process information using visual diagrams in the form of business process models (using the Business Process Management Notation or the Flowchart Notation). - Analyze process models as they are (As-is), compare them to the future and improved designs (To-be) and determine the necessary changes for arriving at the improved state, incorporating all system automation. - Design business processes (To-be) and manage any subsequent changes to them during BAU and ERP system implementation. - Identify, document, and analyze all business processes levels including activities, descriptions, and tasks as well as document rules that govern the implementation of business processes. - Write Business Process Management System (BPMS) specifications to be used by the developers for process automation. - Test and execute processes using the BPMS to ensure that the right results are achieved. - Examine processes holistically to understand the impact of changing them on people, strategy, existing software applications and general business operations. - Collate feedback on process performance. The collected data forms the basis of future process improvement projects. - Monitor and measure the effectiveness of processes to ensure consistent value delivery. ","Lean/Six Sigma Certification. - BPM Certification (AIIM BPM Certificate, Certification from BPMInstitute.org, ABPMP’s Certified - Business Process Professional (CBPP®) - CBAP - CCBA  - BCS   - PMI-PBA  - IIBA - ITIL  - TOGAF - "
78,Senior Business Analyst,Confidential Company ,unknown,unknown,unknown,"Hanoi, Vietnam",Posted 1 month ago,2023-10-11,1 to 3 years,Experienced (Non-Manager),Not Specified,20000000 to 45000000 VND Per Month,IT/Software Development ,business - Business Analysis - Business Development - Communication skills - Information Technology (IT) - Communication - Data - quality - SQL - IT - Computer Science - Analysis ,"Define configuration specifications and business analysis requirements. - Perform quality assurance - Define reporting and alerting requirements - Own and develop relationship with partners, working with them to optimize and enhance our integration - Help design, document and maintain system processes - Report on common sources of technical issues or questions and make recommendations to product team - Communicate key insights and findings to product team - Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer ",Previous experience in Business / Systems Analysis or Quality Assurance - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools - Solid experience in writing SQL queries - Basic knowledge in generating process documentation. - Strong written and verbal communication skills including technical writing skills - 
79,Financial Analyst,Target Recruitment  & HR Solutions ,Human Resources,"Alexandria, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Target-Recruitment----HR-Solutions-Egypt-2029,"Alexandria, Egypt",Posted 1 month ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,accountant - Accounting - CMA - Budgeting - Commerce - Analysis - Finance - English - Financial - Financial Analysis - Reporting - Forecasting ,"Gather and analyze financial information for internal use. - Preparing budgeting and funding forecasts. - Assist the company in managing its investment portfolio - Assume responsibility for accounting procedures - Evaluate the company’s performance using key data. - Make forecasts to assist business planning and decision-making. - Conduct risk assessment and advice on ways to minimize risk. - Advice on problems and suggest improvements. - Financial Statement (Income Statement, Balance Sheet & Cash Flow) monthly Analysis. - Evaluate new investment proposals. ","Bachelor Degree of Commerce or any relevant degree. - 3 - 5 years of experience in Finance Field. - Excellent Communication & Analytical Skills. - Fluent English. - Proven experience as management accountant, accounting supervisor or similar role. - Solid knowledge of basic and advanced accounting and financial principles and practices. - Excellent knowledge of cost accounting and reporting. - Excellent knowledge or risk analysis, budgeting and forecasting. - Working knowledge of financial software and MS Office. - Analytical mind with aptitude in math. - Excellent communication and presentation skills. - A problem-solver with attention to detail. - Organizational and leadership skills. - Relevant certification (e.g. CMA or CGMA) will be preferred. - "
80,Data Analyst,Second profit  ,Marketing and Advertising,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Second-profit-Egypt-28276,"Nasr City, Cairo",Posted 2 months ago,2023-10-11,1 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - Analyst - analytical - business - Computer Science - Data - Data Analysis - Data Analyst - Information Technology (IT) - Statistics - Tableau - SQL - Microsoft Power BI ,"Designing queries, compiling data, and generating reports in e.g., Excel. - Supporting the data warehouse in identifying and revising reporting requirements. - Charting and graphing of data for reporting purposes. - In-depth research of defect trends. - Generating reports from single or multiple systems. - Present analysis in easily digestible standard reports. - Supporting teams on how to interpret data trends as needed. - Develop Amazon Quick Sight and SQL dashboards to automate analysis - Analyzing data to find answers to specific questions. - Generating information and insights from data sets and identifying trends and patterns. - Creating visualizations of data. - Using data to predict trends in the customer base and the consumer population. - Performing statistical analysis of data. - Using tools and techniques to visualize data in easy-to-understand formats, such as diagrams and graphs. - Preparing reports and presenting these to management or clients. - Identifying and recommending new ways to save money by streamlining business processes. - Supporting the data warehouse in identifying and revising reporting requirements. - Evaluating changes and updates to source production systems. ","1-3 years of experience with proven working experience as a Data Analyst or Business Data Analyst. - BS in Computer Science or equivalent - Ability to translate business requirements into non-technical, lay terms. - Knowledge of statistics and experience using statistical packages for analyzing data sets. - Adept at queries, report writing, and presenting findings. - Strong mathematical & numeracy skills. - Intermediate understanding of SQL Server, Oracle, and SAP databases. - Understanding of reporting & data visualization tools such as Business Objects, Power Bi, and Tableau. - Understanding of website scripts such as XML, JavaScript, and JSON. - Understanding of ETL framework and ETL tools. - Excellent analytical skills - the ability to identify trends, patterns, and insights from data. - Strong attention to detail. - Presentation skills – the ability to write and speak clearly to easily communicate complex ideas in a way that is easy to understand. - Problem-solving skills. - Communicating with stakeholders to understand data content and business requirements. - "
81,Business Analyst,Egabi FSI,Information Technology Services,Egypt • 101-500 employees,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,"Sheraton, Cairo",Posted 1 month ago,2023-10-11,2 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analyst - Computer Science - Business Analysis - Information Technology (IT) - English - Testing - Analysis - business - analytical - Communication skills ,"Gathering, analyzing and documenting clients’ requirements - Simplify and deliver the final requirements to the ‘‘’ Development’’ and ‘’Testing” teams. - Troubleshoot and perform root cause analysis of problems. - Having regular – as need be - contact with the clients throughout the project life cycle. - Participate in user acceptance testing, followed by go-live planning and guidance after go-live. - Gathering feedback from end users to identify opportunities for improvement - Anticipate and report any delays/ obstacles, in addition to proposing corrective action - Propose to the ‘’implementation Head’’ the proposed software solutions with reference to the client's need and participate in designing the system’s non-technical configuration and custom reports. ","2+ years of experience working on the IT sector either on vendor side or clients side (Financial business, banks, Microfinance & Mortgage companies, etc) - Experience in project analysis, testing, and user acceptance - Possess an analytical mindset and pay attention to details - Excellent communication skills, and literacy of common business etiquette - Excellent English speaking and business writing - Excellent command of PowerPoint, data analysis charts preparation, and possessing confident presentation skills - Competitive monthly salary. - Social/ Family Health insurance (We bear it entirely). - Great Place to work located in Sheraton Heliopolis, Cairo. - Awesome Team, We have the best team that is supportive, collaborative, professional and fun. - "
82,Data Analyst,Arma-HSA,"FMCG, Food and Beverage Production","Sharqia, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Arma-Egypt-73932,SA ,Posted 2 months ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research ,Data Analysis - Computer Science - Information Technology (IT) - Reporting - Power BI - IT - analytical - Engineering - English - Python - SQL - Tableau - SAP ,"Develop the data analytics methods to collect relevant data from different sources in order to meet the needs of business growth. - Analyze and solve consumers’ queries by providing information on complex processes and the related policies, referring to others where necessary for interpretation of data. - Translate business questions into learning plans and then develop and conduct research studies to collect data to develop insights.  - Make sure that there is effective communication of market and consumer data. - Communicate findings, through data visualization, with concerned business teams to develop decision-making based on the data and insights available. - Deal with departments’ leaders to identify opportunities & strengths for better process improvements, recommend system modifications, and develop policies. - Use different statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts. - Prepare reports for stakeholders to help them make the right decisions and solve big issues in the right way. ","BS in Mathematics, Economics, Computer Science, Information Management or Statistics. - 3 to 5 years of experience in business analysis & data analysis. - Excellent Command of English. - Experience in using SAP system is a must. - Good Knowledge at Sales BUZZ. - IT background. - High Command of report generating software (Power BI, Tableau or SSRS). - Good Knowledge of analytic/programming languages like SQL, Python or R. - Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc…). - Experience with Business Process& Task Management tools e.g., Click Up, Trello, Monday...etc. - Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. - "
83,Senior Business Analyst,Erada,Financial Services,Egypt • 501-1000 employees,https://wuzzuf.net/jobs/careers/Erada-Egypt-89969,"Maadi, Cairo",Posted 1 month ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Business Development - Analyst/Research ,Analysis - BI - Business Analysis - Business Development - business - Administration ,extract daily report from Loan origination system and send the report to Business Director.  - Performance Tracker: Compiling Loan officer portfolio data and sending a full report monthly to the Business Director shows the portfolio (Quality-Disburse-Par-Rejection rate). - Send Red flag report including loan officer portfolio to Business Director. - Rejection Rate Report and send it to the Business Director daily. ,"University Degree, Bachelor of Economic, Business Administration or commerce - 3-5 years of experience preferable microfinance or Banking  - Background in financial analysis / Data analysis is a must. - Experience in using power BI is Must. - "
