,Unnamed: 0,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
60,60.0,Junior Retail Planner ( Sales Analyst ),Al-Nasser ,Retail,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Al-Nasser-Egypt-21269,asser  ,Posted 17 days ago,2023-11-26,1 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain - Sales/Retail ,Analysis - excel - Planning - Sales - sales skills - Retail ,,
61,61.0,Business Analyst,Youxel,Information Technology Services,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Youxel-Egypt-19495,"Cairo, Egypt",Posted 14 days ago,2023-11-26,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Engineering - Software Development - Software - Software Engineering - Computer Science - Computer Engineering ,"Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats - Construct workflow charts and diagrams; studying system capabilities; writing specifications - Improve systems by studying current practices; designing modifications - Recommend controls by identifying problems; writing improved procedures - Maintain user confidence and protect operations by keeping information confidential - Prepare technical reports by collecting, analyzing and summarizing information and trends - Interpret, evaluate and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making - Perform daily, weekly and monthly reviews and analyses of current processes using operational metrics and reports - Understand and communicate the functional and operational impact of any changes ",More than 2 years of experience. - Preferred to have experience in a software industry. - 
62,62.0,Financial Analyst,Fawry Plus,"Banking, Financial Services","Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Fawry-Plus-Egypt-31117,"Smart Village, Giza",Posted 24 days ago,2023-11-26,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Analysis - Analyst - Commerce - Communication skills - ERP - Economics - Finance - Financial - Financial Analysis - Forecasting - Reporting - Microsoft Excel - Microsoft Powerpoint - Spreadsheets - Financial Accounting - Banking - Payments ,"Consolidate and analyze financial data (budgets, income statement forecasts etc.) taking into account company’s goals and financial standing. - Provide creative alternatives and recommendations to reduce costs and improve financial performance. - Assemble and summarize data to structure sophisticated reports on financial status and risks. - Develop financial models, conduct benchmarking and process analysis. - Conduct business studies on past, future and comparative performance and develop forecast models. - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis. - Track and determine financial status by analyzing actual results in comparison with forecasts. - Reconcile transactions by comparing and correcting data. - Gain and update job knowledge to remain informed about novelty in the field. - Consult with management to guide and influence long term and strategic decision making within the broadest scope. - Drive process improvement and policy development initiatives that impact the function. ","Professional experience: 0-1 years of experience. - Preferred to have experience in Fintech. - ERP Knowledge (preferred AX Dynamics).  - Proven working experience as a Finance Analyst. - Proficient in spreadsheets, databases, MS Office and financial software applications. - Hands on experience with statistical analysis and statistical packages. - Outstanding presentation, reporting and communication skills. - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis. - Well informed in current financial subjects, accounting, tax laws, money market and business environments. - BS degree in Finance, Economics or related field. - "
63,63.0,Financial Analyst,Alexandria Business Association- SMEs Project,Non-Profit Organizations,"Alexandria, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Hossam-Magdy-Egypt-84479,SMEs Project ,Posted 20 days ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance ,Accounting - Analysis - Finance - Financial - Financial Analysis ,,
64,64.0,Senior Business Analyst,RMG,Information Technology Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/RMG-Egypt-77001,"Heliopolis, Cairo",Posted 18 days ago,2023-11-26,5 to 8 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,senior - Business Development ,,
65,65.0,Financial Analyst,Scib Paints,unknown,Egypt • 501-1000 employees,https://wuzzuf.net/jobs/careers/SCIB-Paintings-Egypt-31840,"Giza, Egypt",Posted 21 days ago,2023-11-26,5 to 10 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Financial Analysis - Corporate Finance - Analysis - Reporting - Forecasting - Accounting - Commerce - SAP ,"Consolidate and analyze financial data (budgets, income statement forecasts, etc..), taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and conduct process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long-term and strategic decision-making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Bachelor Degree of Commerce—Accounting and Finance (English Section) - 5+ years of proven working experience as a Finance Analyst - Excellent in the English language. - Proficient in spreadsheets, databases, MS Office, and SAP background is preferable, as are financial software applications - Hands-on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well-informed in current financial subjects, accounting, tax laws, money market and business environments - Excellent communication and interpersonal skills -  MBA or any international certificate is preferable. - "
66,66.0,ESG Analyst| Remotely,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 19 days ago,2023-11-26,3 to 6 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Financial - Finance - Budget - Project Management - Projects - Project - Reporting - ESG - Financial Analysis - ESG analysis - ESG Reporting - Environmental - Social - Governance - Research - Research Analysis - Management ,"Manage and oversee the execution of annual financial reporting and ESG reporting projects for various clients. - Coordinate with internal teams, including finance, sustainability, and marketing, to gather relevant data and information for reporting purposes. - Ensure adherence to reporting guidelines, standards, and regulations. - Develop project plans, timelines, and budgets, and monitor progress throughout the project lifecycle. - Communicate effectively with clients, providing regular updates on project status and addressing any concerns or inquiries. - Collaborate with cross-functional teams to identify areas for improvement and drive process enhancements. - Stay up-to-date with the latest trends and developments in financial reporting, ESG reporting, and the trading industry. - Conduct quality control checks to ensure accuracy and compliance with reporting requirements. - Provide guidance and support to junior team members. ","Bachelor's degree in finance, accounting, sustainability, or a related field. - +3 years of experience in financial reporting, ESG reporting, or a similar role. - Strong understanding of ESG principles and reporting frameworks (e.g., GRI, SASB, TCFD). - Knowledge of the trading industry and its regulatory landscape. - Project management experience, with a proven track record of successfully delivering projects on time and within budget.  - "
67,67.0,HRIS and Reporting Analyst,Borr Drilling,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Borr Drilling-United Arab Emirates-96213,"Dubai, United Arab Emirates",Posted 27 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Customer Service/Support - Analyst/Research ,Analysis - Finance - Accounting - Reporting - Financial Analysis - Call Center - Microsoft Office - Research - Computer Science - Financial Management - Microsoft Excel - Power BI - SLAs - Customer Care - Customer Service - English - WFM - Budgeting - Business Analyst - Customer Reports ,"Design and generate new reports and management dashboards, in timely and accurate manner. - Review existing reports and update them in line with the latest Workday releases. - Review and delete outdated reports, if necessary. - Ensure permissions are properly assigned to view reports and dashboards. - Manage permissions, access, personalization, and similar system operations and settings for HRIS users. - Ensure quality of data within the HRIS i.e. verifying accuracy, and immediately correct any errors identified. - Monitor data integrity and consistency between Workday and other systems. - Engage with different stakeholders on their report requirements and ensure accurate information is produced. - Provide technical support for all new HRIS functionality deployments. - Provide guidance to HR Coordinators to ensure that correct processes are followed when entering information in the HR system, as well as other downstream systems like SkillsVX and Training Portal. - Assist regions in their needs surrounding the HRIS and other downstream connected systems (SkillsVX and Training portal). - Provide training to the HRIS users that may include refresher trainings for system updates. - Recommend new processes and systems for efficient HR management, implementing business solutions as necessary. - Recommend the team to correct inconsistent data resulting from the generated reports. - Review and streamline the current business process to produce more efficient approval routings. - Assist in training and supporting new users. - Develop and implement new processes as directed by the Lead HRIS Advisor. - Any other tasks/projects as appointed by Line Manager. - College degree in Business / Human Resources / Information Technology field preferred. - Experience in Workday Report and Dashboard Development - Experience in Workday Business Process modification / improvement - Experience in reporting and data analytics - Experience with Power BI is a plus. - Ability to communicate with all levels of staff. - Organization and administrative skills. - Attention to detail and accuracy of work. - Practical and logical; able to solve problems quickly. ",not mentioned
68,68.0,Analyst II - Placement,Mercer,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Mercer-United Arab Emirates-93557,"Dubai, United Arab Emirates",Posted 20 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,computer science - information technology (it) - sql - iis - business - english ,"Analyze client’s requirements, strategize with the wider team, and lead the placement negotiation activities under the guidance of the Placement Leader. - Run analytics on performance reports and prepare the technical submission to the markets. - Cultivate a thorough understanding of insurance markets to better serve clients. - Work closely with Placement Leader on Jumbo placements. - Work closely with wider Marsh teams and assist them in achieving their KPI’s through retention of existing accounts and conversion of new business opportunities. - Assist and accompany account managers to client meetings and offer technical expertise - Manage a team of executives, motivate and nurture them progressively. - Develop and implement best practices with respect to work-flow management and SOPs. - Build strong relationships with both internal and external stakeholders. - Bachelor’s degree is a must. - Fluent in both verbal and written English. - 2-5 years of experience in the insurance industry - Experience in health insurance will be an added advantage - Excellent proficiency in MS Excel and MS PowerPoint, you will be using these tools often. - You are collaborative in nature, have a natural desire to learn and teach, share knowledge with those around you and most importantly be coachable. - You make personal connections easily – you enjoy building long-term relationships and use your soft skills to engage with your peers and ask the right questions. - You’re a team player that can follow and lead as the situation dictates. - You’re able to make decisions and solve problems. - You have an ability to explain complex issues in simple terms. - You’re curious and have a natural ability to address a problem at a macro-level in order to ask the right questions. - You’re able to plan, organize, multi-task and prioritize your work. - You can think on your feet – you have a strong sense of urgency to get things done and deliver well-crafted solutions and responses quickly based on your product knowledge and excellent communication skills. - You have a growth mind set and have a positive attitude towards getting things done. - You are analytical, meticulous and have a keen attention to detail. ",not mentioned
69,69.0,Business Analyst,inbox,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/inbox-Saudi Arabia-96288,"Riyadh, Saudi Arabia",Posted 25 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,"Keeping up with the latest processes and developments in the field of information technology and automation Systems and updating them.  - Evaluate the way work works, anticipate requirements, detect areas for improvement and develop Solutions and their implementation.  - Ensure solutions meet business needs and requirements.  - Updating, implementing and maintaining procedures.  - Prioritize initiatives based on business needs and requirements.  - Use data modeling techniques to determine the ways in which the organization can function more effectively.  - Create documents to explain the proposed changes and the steps involved ",not mentioned
70,70.0,Financial Analyst,Minlo,"Manufacturing, Plastics, Retail","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,"Heliopolis, Cairo",Posted 26 days ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance ,excel - ERP - Finance - Financial Analysis - Financial Planning - Planning - Budgeting - analytical - English - Financial ,"Work comfortably with the company’s ERP system(s) to extract and validate all required analytical data and reports. - Perform all the tasks associated with month end and year-end reporting including extract of the TB, analysis of actual vs. accrual data, conduct needed reclass entries and generate full financial statements (IS/BS/CF) with comparison vs. previous year (PY) and Budget. - Maintain and timely update monthly actual vs. Budget/Fcst sales records including: - Update a monthly data base highlighting actual vs. Budget/Fcst sales volume and value by channel, category and SKU. - Detailed tracking, analysis and reporting of monthly discounts by channel, category and SKU and implement adjustments (if needed). -  Gross Profit (GP) analysis by channel, category and SKU and reporting on variances vs. Budget/Fcst with recommendation to improve GP% including new pricing and promotions. - Update pricing modules to calculate and validate gross selling prices per SKU to develop Fcst revenue per channel per customer. - Track, extract and analyze sales data from Power BI Daily Sales Report (DSR) l) and report on key variances vs. Budget/Fcst/PY. - Report on monthly Days Sales Outstanding (DSO) performance including extracting, updating and validating DSO records from the ERP system and generating analytical DSO reports to management indicative of sales, collection, overdue per channel/customer, sales area/salesman to enhance collection and cash flow cycle - Work closely with the IT team to generate monthly Days inventory outstanding (DIO) reports. Validate and match detailed inventory records with month end inventory balance to generate accurate and reliable DIO reports. Coordinate with material planning team to measure the impact of obsolete and slow-moving stocks and develop an action plan to contain impact to improve DIO and the Cash conversion cycle (CCC). - Generate Days Purchases Outstanding (DPO) reports from the ERP system and perform the required DPO analysis of local and foreign vendors vs. standard payment terms and recommend ways to improve and enhance the DPO and the CCC. - Close monitoring and follow up on action plans to realize productivity and cost savings initiatives. - Assist in the preparation and timely submission of the annual operating plan (i.e. Budget) as per the company’s processes, procedures and guidelines and with close focus on the preparation and submission of: Product profitability analysis and P&Ls by channel, standard cost per unit and COGS calculation for all SKUs in alignment with Factory costing, cash budgets calculation, cash conversion cycle calculation and assessment. - Tracking and reporting progress towards achieving agreed upon KPIs and assist cross functional teams in providing their required KPI reporting. - Other assigned tasks including Fcst and Outlook (OL) latest estimates updates. ","Bachelor's degree in finance, accounting, or a related field. - 3- 5 years of experience in financial planning and analysis. - Excellent command of English language, spoken and written. - Advanced proficiency using Excel and Power point PPT. - Experience using and working comfortably with ERP systems (familiarity with MS Dynamics and Power BI is an added plus) - Experience in multiple financial modeling (i.e. buildup of Budgets/Fcst, variance analysis models, BS/CF models etc.) - Strong analytical mindset focused on details while keeping a good intuition and business sense. - Demonstrates agility, strong will and determination to operate and reach desired results at no compromise. - Engages and communicates well with cross functional teams by acting as a real business partner, providing value-added support and analytical business insights to facilitate and enhance decision-making. - Ability to clearly present financial information to both finance and non-finance stakeholders. - Desire and eagerness to continuously learn, grow, develop, and enhance interpersonal skills. - Ability to show flexibility in handling and prioritizing multiple tasks and deliverables within agreed upon timeline. - Live the company values and work with high integrity and ethical standards. - "
71,71.0,Business Analyst Intern,McKinsey & Company,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/McKinsey & Company-Saudi Arabia-94732,"Abu Dhabi, United Arab Emirates",Posted 28 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Business Development - Software Development - Software - Engineering - Computer Engineering - Business - Microsoft Office - Agile - Software Engineering - Research - System Analysis - SQL - Sales - Startup - Analyst - English ,"Structure ambiguous problems and take action to solve them - Synthesize complex information into clear takeaways and recommendations using both qualitative and quantitative methods - Work effectively with diverse teams to come up with the best solution and move people and organizations to act - Establish trust-based relationships with clients to better serve their organizations  - Communicate effectively with all audiences, including senior leaders, in a structured manner - Develop your leadership style, leveraging your own passions, strengths, and personal values -  In your junior year of an undergraduate degree; with an expected graduation dates between December 2024 - August 2025 - Junior year of your undergraduate degree or second year of your non-M.B.A masters - Or in your senior/final year of undergraduate studies and planning to enter a one-year master's program (in some geographies) -  Or currently completing your first year in a non-business, 2-year master's program and have less than 2 years of work experience  -  Or are in your first year of a two year commitment with Teach for America and have 3 years or fewer of work experience to date  -  Ability to work collaboratively in a team and create an inclusive environment with people at all levels of an organization  -  Capability to drive an independent workstream in the context of a broader team project  -  Comfort with ambiguous, ever-changing situations  -  Ability to break down and solve problems through quantitative thinking and analysis  -  Ability to communicate effectively, both verbally and in writing, in English and local office language(s)  ",not mentioned
72,72.0,Senior Reporting Analyst - Egypt,SSHIC International Engineering Consultants,"Engineering Services, Consulting Services",United Arab Emirates • 501-1000 employees,https://wuzzuf.net/jobs/careers/-87127,"Cairo, Egypt",Posted 29 days ago,2023-11-26,10 to 15 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Accounting - ERP - Finance - IFRS ,"Key responsibilities:Responsible for reviewing the monthly general ledger and prepare the monthly balance sheet and Profit & Loss statement.Analyse data to ensure proper accounting procedures have been followed and ensure accuracy of data.Investigate and report to the CFO for any inconsistencies or improprieties.Provide timely, relevant and accurate reporting at the regional, divisional and consolidated level.Prepare financial reports, charts, tables and other reports as requested.Provide additional analysis including, but not limited to, region-division business trends, revenue KPI’s, utilization & expense trends.Analysis of variances to budget/forecast for revenue/margin/utilisation as well as operating expenses.Perform financial analysis of business results and recommend improvement opportunities.Lead the delivery of the annual budget, quarterly forecasts, and monthly reporting through collaboration with regional and divisional directors.Develop and maintain various financial models and scenario simulations for use during the budgeting / planning processes, ensuring quality, accuracy and focused analytic review.Assist with quarterly forecast process with regions/divisions and consolidate.Consolidate and communicate the approved annual budget, quarterly forecasts to the various stakeholders in the business and assist in providing required clarification on KPIs.Perform complex financial and operational analysis to support short term and long range strategic plans and operating budgets.Describe an insightful use of financial analysis techniques, tools, and concepts which could assist the management in taking strategic decisions.Maintain data in a logical manner to support trend analyses and pattern analyses to aid in long term planning and management decision making.Participate and provide functional expertise in all system related enhancements.Responsible for performing special projects to improve process efficiency.Identify non-value-added processes within the department and seek solutions.Ad hoc reporting as and when requested, including reports requested by operations, management, board, committees, banks, auditors, consultants, etc...Financial modelling and scenario simulationsManaging the cost accounting system, including standard costing rate, project breakdown structures, cost centre structures, etc... - Responsible for reviewing the monthly general ledger and prepare the monthly balance sheet and Profit & Loss statement. - Analyse data to ensure proper accounting procedures have been followed and ensure accuracy of data. - Investigate and report to the CFO for any inconsistencies or improprieties. - Provide timely, relevant and accurate reporting at the regional, divisional and consolidated level. - Prepare financial reports, charts, tables and other reports as requested. - Provide additional analysis including, but not limited to, region-division business trends, revenue KPI’s, utilization & expense trends. - Analysis of variances to budget/forecast for revenue/margin/utilisation as well as operating expenses. - Perform financial analysis of business results and recommend improvement opportunities. - Lead the delivery of the annual budget, quarterly forecasts, and monthly reporting through collaboration with regional and divisional directors. - Develop and maintain various financial models and scenario simulations for use during the budgeting / planning processes, ensuring quality, accuracy and focused analytic review. - Assist with quarterly forecast process with regions/divisions and consolidate. - Consolidate and communicate the approved annual budget, quarterly forecasts to the various stakeholders in the business and assist in providing required clarification on KPIs. - Perform complex financial and operational analysis to support short term and long range strategic plans and operating budgets. - Describe an insightful use of financial analysis techniques, tools, and concepts which could assist the management in taking strategic decisions. - Maintain data in a logical manner to support trend analyses and pattern analyses to aid in long term planning and management decision making. - Participate and provide functional expertise in all system related enhancements. - Responsible for performing special projects to improve process efficiency. - Identify non-value-added processes within the department and seek solutions. - Ad hoc reporting as and when requested, including reports requested by operations, management, board, committees, banks, auditors, consultants, etc... - Financial modelling and scenario simulations - Managing the cost accounting system, including standard costing rate, project breakdown structures, cost centre structures, etc... ","IFRS knowledge and experience especially IFRS15 and IFRS9 - Knowledge and experience in cost accounting in A&E or services industry - Knowledge and experience in Deltek or a similar ERP used in the industry. - Ability to work effectively and efficiently with data functionalities and activities, including extracting data, data cleansing, data analytics, etc... - Advance Excel knowledge (Pivot tables, macros)  - A ""doer"" style in work engagement - Ability to work effectively and efficiently with Operations, providing support, guidance, and challenge - "
73,73.0,Senior Software Business Analyst / ERP,Our Education,"Computer Software, Hospitality/Hotels, Education","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Our-edu-Egypt-51211,"Nasr City, Cairo",Posted 1 month ago,2023-11-26,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - Management - Project Management - Software Development - Agile - business - Computer Science - Data - Data Analysis - ERP - Information Technology (IT) - UX ,"Working closely with clients, technicians, and managerial staff, and serving as a liaison between stakeholders and technical team. - Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements. - Develop a high-quality SRS document. - Proficiency in splitting the requirements into epics, features and user stories. - Participate in the full life-cycle development process from product definition, through design, development, test, release, maintenance and developing innovative solutions to customer requirements. - Work with technology and business teams to define project specifications, and ensuring solutions meet business needs and requirements. - Translate complex business, functional and technical requirements into detailed work tasks. - Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle. - Monitoring deliverables and ensuring timely completion of projects. - Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous. - Gather Solution Requirements, Prepare business requirements document and Writing User Stories. - Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements. - Develop requirements specification document using UML Technology. - Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders. - Uncover the underlying business issues that need to be addressed and discover any information related to the project. - Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards - Possess a fundamental understanding of end-to-end customer experience integration and dependencies. - Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners. - Collaborate with stakeholders during the visioning and concept development of a product. - Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy. - Ensures integrity of the project - Develop, recommend and monitor corrective and preventive actions - Work with the technical team to develop business and technical requirements - Collaborate with the solution architect to refine the business design along technical constraints. - Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle. ","5-10 years of experience in an agile environment - +3 years of experience in ERP/HIMS is a plus - Solid experience project management tools - Ability to understand and write technical documentation including scope of work - Maintains and retains project data and materials as required - Ability to transform business requirements to technical requirements after business analysis - Ability to achieve a results-driven structure - Ability to create flowcharts and use cases - Critical thinking, committed and innovative - Sponsor innovation in teamwork - Familiar with big data analysis is a plus - Project management is a plus - Familiar with security policies and procedures is a plus - Knowledge of systems UX and R&D - "
74,74.0,IT Business Analyst - Saudi National Preferred,Persistence Recruitment,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Persistence Recruitment-United Arab Emirates-94846,"Riyadh, Saudi Arabia",Posted 1 month ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Software Engineering - Microsoft Office - Business Development - SQL - System Analysis - Analyst - Research - Project Management - Business Analyst - English , Data Gathering: Collaborate with various stakeholders to gather and document business requirements for the project. -  Analysis: Conduct in-depth analysis to identify process improvements and efficiencies that align with the project's objectives. -  Documentation: Translate business needs into clear technical specifications to guide project implementation. -  Alignment: Ensure that IT solutions and project strategies align with business objectives and goals ,not mentioned
75,75.0,Pricing Analyst,Premier Services and Recruitment Overseas ,Recruitment and Staffing,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Premier-Services-and-Recruitment-Egypt-30005,"Maadi, Cairo",Posted 1 month ago,2023-11-26,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance - Analyst/Research - Strategy/Consulting ,Analysis - Data Analysis - English - Microsoft Office - Finance ,"Prepare competition and Enterprise performance analysis and provide recommendations. - Create and implement yearly and daily yielding strategies. - Manage stop sell and on-requests. - Handle relations with wholesalers, travel agencies, and other sales channels. - Manage and Price promotions and validate discounts. - Create and monitor rate codes. - Apply invoice correction. - Introduce pricing for new vehicles. - Review the commission amount submitted by the Operations Team - Provide analysis reports for the fleet. - Create and control the budget. ",
76,76.0,Financial Analyst,Nacita,"Automotive, Logistics and Supply Chain","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Nacita-Egypt-22041,"6th of October, Giza",Posted 1 month ago,2023-11-26,1 to 3 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social Insurance - Medical Insurance",Accounting/Finance - Analyst/Research ,Finance - Analysis - financial analyst - Financial Analysis - Economics - Reporting - Analyst ,"Conduct financial analysis by reviewing financial statements, performing ratio analysis, identifying trends, and assessing financial performance. - Collect and compile financial data from various sources, interpret the data, and prepare reports, charts, and graphs to present findings. - Assist in the preparation of budgets and financial forecasts by analyzing historical data, identifying patterns, and making projections. - Produce monthly reports, which include key metrics, financial results, variance reporting. - Prepare the appropriate templates to prepare annual budgets for all concerned departments. - Build and maintain financial models to support strategic planning, investment analysis, and pricing decisions. - Analyze and explain variances between actual financial results and budgeted/forecasted figures, investigating and reporting on the underlying causes. - Assist in evaluating financial risks and assessing their potential impact on the organization's financial performance. - Stay updated on industry trends, economic conditions, and competitor activities to provide insights and recommendations for business decisions. - Prepare and present financial reports, summaries, and presentations to management and other stakeholders. ",
77,77.0,Senior Administration Analyst,Raytheon,unknown,"Jeddah, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Raytheon-Saudi Arabia-92408,"Riyadh, Saudi Arabia",Posted 28 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Computer Engineering - Engineering - Software Development - Microsoft Office - Finance - Accounting - Software Engineering - Financial Analysis - Linux - SQL - System Administration - System Analysis - Software - Communication Skills - Administration - Commerce ,"Preparation and typing of correspondence and documents. - Maintenance of correspondence and document filing system - Document control - Review of documents for completeness and accuracy - Preparation of periodic reports as requested by the Department Manager - Assist in the preparation of various presentations. - Planning for meetings, travel and hotel bookings - Perform other administrative duties as assigned. - Bachelor’s Degree, preferably in Business Administration, International Studies, or Political Science. - A minimum of two years of prior relevant experience - Proven ability to compose written correspondence. - Well versed with personal computer and business application software (Word, Excel, Power Point, - Excellent command of English language (oral and written) - Demonstrated ability to work effectively with coworkers from diverse communities and cultures. - Demonstrated ability to work with colleagues who represent a diversity of work and conflict resolution styles. - This position requires a Saudi national who is eligible to obtain any required Export Authorization. ",not mentioned
78,78.0,Senior Financial Analyst,Merck Sharp & Dohme Corp,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Merck Sharp & Dohme Corp-Egypt-94727,"Cairo, Egypt",Posted 30 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,Finance - Accounting - Financial Analysis - Information Technology (IT) - Analysis - Computer Science - Business Analysis - Microsoft Office - Commerce - Financial Management - English - Computer Engineering - Engineering - Software Development - System Analysis - Microsoft Excel - Software - Project Management - Communication Skills - Business ,"Work closely with the FP&A manager in leading the forecasting cycles and building the budget - Data collection (stock on customers, net prices, demand forecast in units, actual sales, finance adjustment) & planning template update - Comparison vs. prior version or PY with explanation - Submission supplementary files update and completion – quarterly - Monthly monitoring of the sales and expenses and preparing the closing deck - Managing adhoc financial reports requested by different stack-holders - Analyzing the financial data to accurately create financial reports requested and track financial results: - P&L (Sales, PGM, PCOE) - Gross to Net reporting - IQV analysis - Promo FY (act + plan) details - Head Count reporting - Risk & Opportunities register. - Support the OTC team with the commercial month end closing and the gross to net analysis - Maintaining controls procedures to ensure integrity and compliance with the accounting and financial business policies and procedures - At least 3 years of experience in finance in international company – Pharma background is a plus - University degree in Finance or Economics - Excellent command of Arabic and English languages - Strong Accounting background is a plus - Excellent interpersonal, communication and presentation skills - Data analysis and processing skills - Good team player - Problem solving skills - Proficiency in excel an MS office package ",not mentioned
