,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
64,Business Analyst,DX Republic,"Computer and Network Security, Computer Software, Information Technology Services",Egypt • 11-50 employees,https://wuzzuf.net/jobs/careers/-85330,"Cairo, Egypt",Posted 20 days ago,11/8/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research ,Analysis - analytical - Business Analysis - Computer Engineering - Communication skills - Business Analyst - Computer Science ,,
65,ESG Analyst| Remotely,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 1 day ago,11/8/2023,3 to 6 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Financial - Finance - Budget - Project Management - Projects - Project - Reporting - ESG - Financial Analysis - ESG analysis - ESG Reporting - Environmental - Social - Governance - Research - Research Analysis - Management ,"Manage and oversee the execution of annual financial reporting and ESG reporting projects for various clients. - Coordinate with internal teams, including finance, sustainability, and marketing, to gather relevant data and information for reporting purposes. - Ensure adherence to reporting guidelines, standards, and regulations. - Develop project plans, timelines, and budgets, and monitor progress throughout the project lifecycle. - Communicate effectively with clients, providing regular updates on project status and addressing any concerns or inquiries. - Collaborate with cross-functional teams to identify areas for improvement and drive process enhancements. - Stay up-to-date with the latest trends and developments in financial reporting, ESG reporting, and the trading industry. - Conduct quality control checks to ensure accuracy and compliance with reporting requirements. - Provide guidance and support to junior team members. ","Bachelor's degree in finance, accounting, sustainability, or a related field. - +3 years of experience in financial reporting, ESG reporting, or a similar role. - Strong understanding of ESG principles and reporting frameworks (e.g., GRI, SASB, TCFD). - Knowledge of the trading industry and its regulatory landscape. - Project management experience, with a proven track record of successfully delivering projects on time and within budget.  - "
66,Analyst II - Placement,Mercer,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Mercer-United Arab Emirates-93557,"Dubai, United Arab Emirates",Posted 1 day ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,computer science - information technology (it) - sql - iis - business - english ,"Analyze client’s requirements, strategize with the wider team, and lead the placement negotiation activities under the guidance of the Placement Leader. - Run analytics on performance reports and prepare the technical submission to the markets. - Cultivate a thorough understanding of insurance markets to better serve clients. - Work closely with Placement Leader on Jumbo placements. - Work closely with wider Marsh teams and assist them in achieving their KPI’s through retention of existing accounts and conversion of new business opportunities. - Assist and accompany account managers to client meetings and offer technical expertise - Manage a team of executives, motivate and nurture them progressively. - Develop and implement best practices with respect to work-flow management and SOPs. - Build strong relationships with both internal and external stakeholders. - Bachelor’s degree is a must. - Fluent in both verbal and written English. - 2-5 years of experience in the insurance industry - Experience in health insurance will be an added advantage - Excellent proficiency in MS Excel and MS PowerPoint, you will be using these tools often. - You are collaborative in nature, have a natural desire to learn and teach, share knowledge with those around you and most importantly be coachable. - You make personal connections easily – you enjoy building long-term relationships and use your soft skills to engage with your peers and ask the right questions. - You’re a team player that can follow and lead as the situation dictates. - You’re able to make decisions and solve problems. - You have an ability to explain complex issues in simple terms. - You’re curious and have a natural ability to address a problem at a macro-level in order to ask the right questions. - You’re able to plan, organize, multi-task and prioritize your work. - You can think on your feet – you have a strong sense of urgency to get things done and deliver well-crafted solutions and responses quickly based on your product knowledge and excellent communication skills. - You have a growth mind set and have a positive attitude towards getting things done. - You are analytical, meticulous and have a keen attention to detail. ",not mentioned
67,Credit Analyst,UHRS,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/UHRS-United Arab Emirates-94894,"Dubai, United Arab Emirates",Posted 13 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Finance - Accounting - Financial Analysis - Credit - Analysis - Banking - Credit Analysis - Economics - Business Administration - Credit Analyst - Research - Commerce - Financial Management - Risk - Underwriting - Analyst - Cash Flows - Collateral Strenght - Compliance - Credit Risk ,,not mentioned
68,SOC Analyst Level 2,Itsecurityct,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Itsecurityct-Saudi Arabia-95996,"Riyadh, Saudi Arabia",Posted 14 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - analysis - engineering - analyst - siem - management - business - operations - research - testing - ceh ,,not mentioned
69,Analyst – Customer Care,ADCB Abu Dhabi Commercial Bank,unknown,"Abu Dhabi, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/ADCB Abu Dhabi Commercial Bank-United Arab Emirates-91557,"Abu Dhabi, United Arab Emirates",Posted 13 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Customer Service/Support - Analyst/Research - Sales/Retail ,Customer Service - Customer Support - Customer Care - Call Center - Communication Skills - Microsoft Office - English - Computer Skills - CRM - Sales - Contact Center - Sales Skills - Administration - Offshore - Medical Insurance - Microsoft Excel - CCNA - Medical - Real Estate ,,not mentioned
70,Senior Administration Analyst,Raytheon,unknown,"Jeddah, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Raytheon-Saudi Arabia-92408,"Riyadh, Saudi Arabia",Posted 9 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Computer Engineering - Engineering - Software Development - Microsoft Office - Finance - Accounting - Software Engineering - Financial Analysis - Linux - SQL - System Administration - System Analysis - Software - Communication Skills - Administration - Commerce ,"Preparation and typing of correspondence and documents. - Maintenance of correspondence and document filing system - Document control - Review of documents for completeness and accuracy - Preparation of periodic reports as requested by the Department Manager - Assist in the preparation of various presentations. - Planning for meetings, travel and hotel bookings - Perform other administrative duties as assigned. - Bachelor’s Degree, preferably in Business Administration, International Studies, or Political Science. - A minimum of two years of prior relevant experience - Proven ability to compose written correspondence. - Well versed with personal computer and business application software (Word, Excel, Power Point, - Excellent command of English language (oral and written) - Demonstrated ability to work effectively with coworkers from diverse communities and cultures. - Demonstrated ability to work with colleagues who represent a diversity of work and conflict resolution styles. - This position requires a Saudi national who is eligible to obtain any required Export Authorization. ",not mentioned
71,Business Analyst - Supply Chain Business Control,Heineken,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Heineken-Egypt-94737,"Cairo, Egypt",Posted 16 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,"Passion for consumers and customers - Care for people and planet - Enjoyment of life - Courage to dream and pioneer - Excellent command of English Language - Skills in Microsoft (Excel & PowerPoint) and Power Bi is a plus - Profound experience, with advanced ERP systems, e.g. SAP - Critical and Challenging - Analytical Skills - Interpersonal & Communication Skills - High Persuasion and Negotiation skills - Pro-active & Teamwork oriented ",not mentioned
72,Senior Financial Analyst,Merck Sharp & Dohme Corp,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Merck Sharp & Dohme Corp-Egypt-94727,"Cairo, Egypt",Posted 11 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,Finance - Accounting - Financial Analysis - Information Technology (IT) - Analysis - Computer Science - Business Analysis - Microsoft Office - Commerce - Financial Management - English - Computer Engineering - Engineering - Software Development - System Analysis - Microsoft Excel - Software - Project Management - Communication Skills - Business ,"Work closely with the FP&A manager in leading the forecasting cycles and building the budget - Data collection (stock on customers, net prices, demand forecast in units, actual sales, finance adjustment) & planning template update - Comparison vs. prior version or PY with explanation - Submission supplementary files update and completion – quarterly - Monthly monitoring of the sales and expenses and preparing the closing deck - Managing adhoc financial reports requested by different stack-holders - Analyzing the financial data to accurately create financial reports requested and track financial results: - P&L (Sales, PGM, PCOE) - Gross to Net reporting - IQV analysis - Promo FY (act + plan) details - Head Count reporting - Risk & Opportunities register. - Support the OTC team with the commercial month end closing and the gross to net analysis - Maintaining controls procedures to ensure integrity and compliance with the accounting and financial business policies and procedures - At least 3 years of experience in finance in international company – Pharma background is a plus - University degree in Finance or Economics - Excellent command of Arabic and English languages - Strong Accounting background is a plus - Excellent interpersonal, communication and presentation skills - Data analysis and processing skills - Good team player - Problem solving skills - Proficiency in excel an MS office package ",not mentioned
73,"Sr Analyst II, Management Information Job",Tasnee,unknown,"Jubail, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Tasnee-Saudi Arabia-91643,"Riyadh, Saudi Arabia",Posted 21 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - software development - engineering - analysis - finance - accounting - financial analysis - management - financial management - analyst - development ,"Analyses actual versus budget reports to identify and report on variances.  - Performs specialized work requiring comprehensive knowledge of accounting work involving policies and legal matters.  - Coordinates with the various internal and external stakeholders to ensure completeness of data and accuracy of information.  -  Provides professional guidance and support to internal customers on issues relating to accounting and financial management. - Prepares timely and accurate financial reports for senior management on an ongoing basis. - Ensures all data recorded in financial systems is accurate so that financial reports and reconciliations can be relied upon  - Identifies, investigates, and rectifies routine errors and anomalies in data and reports.  - Produces reports from statistical and financial information according to stated schedules.  - Quarterly financial performance preparation and presentation to senior management. - 3 years experience with a Degree is desirable. - Bachelor’s degree in accounting or relevant discipline. - Effective Communications.  - Financial Planning, Budgeting & Reporting.  - Finance and Accounting.  - Corporate Finance. - Financial Record Keeping and Reporting.  - Financial Analysis.  - Financial Process Documentation.  - Financial Policy Development, Interpretation and Application.  - Financial Risk Management. ",not mentioned
74,Senior Application Analyst,Mekdam Holding Group,unknown,"Doha, Qatar • ",https://wuzzuf.net/jobs/careers/Mekdam Holding Group-Qatar-96030,"Doha, Qatar",Posted 13 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Software Development - Engineering - Software - SQL - Computer Engineering - Finance - Accounting - Commerce - Financial Analysis - Microsoft Office - Project Management - System Analysis - Software Engineering - Business - ERP - Technical Analysis ,"Identifying organizational need for new applications - Preparing technical specification as a roadmap for software - Implementing, testing and integrating new applications - Performing routine application backups and upgrades - Installing new applications upgrade and releases - Providing instructions and training to staff when necessary - Monitoring, recoding and responding to requests for support - Investigating and diagnosing system faults and errors - Resolving technical issues - Analyzing error trends aimed at reducing/minimizing down time - Communicating messages regarding application issues to users in a timely manner - Liaising with application suppliers when needed to fulfil the requirements of the organization - Scheduling and running regular tests to enhance the current application. - Identifying and developing functionality changes - Maintaining documentation of key databases and applications linked to them. - Perform lead/supervisor duties as and when assigned. - Analysis/options or feasibility research of needs and possible solutions. - Visually map solution and present in an easy-to-understand manner to get a decision. - Identify technology and/or business requirements. - BS in Computers Science or related subject - Knowledge of SQL, SAS Visual Analytics, SSRS, or other reporting technology - Overall 10+ years of experience; Minimum of 5 years experience in following areas: - Administration, monitoring and maintenance of software infrastructures and applications. - Oversee practices and processes to ensure integrity, safety and availability of all data and applications as part of organizations information systems. - Ensure that the processes needed for a business to function and succeed are running smoothly. - Technical point of contact to fix application and systems issues, usually on an immediate basis. ",not mentioned
75,FP&A Senior Analyst,Confidential Company ,unknown,unknown,unknown,"New Cairo, Cairo",Posted 13 days ago,11/8/2023,7 to 15 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Accounting - Finance - Financial Analysis ,"Prepare the financial plans and budgets on a company level to ensure that they meet cost and profitability targets and that they are realistic and achievable to present to the top management. - Work well with department heads to produce departmental financial plans/budgets.  - Collaborate with various project teams (including planning, supply chain, cost control engineer) and the finance department to gather essential data for accurate cash flow projections, i.e. indirect cost % to be used. - Act as the finance business partner, providing valuable insights and financial expertise to support decision-making that improves project margins and cash position of the project.  - Analyze actual business trends and financial performance reports and dashboards along with insights and recommendations to management. - Monitor and analyze SG&A expenses, COGS expenses, and working capital. - Prepare Cash flow forecast for the operations to ensure that liquidity is in line with targets. - Develop and maintain financial metrics, KPI’s and reporting tools to improve financial visibility and decision-making. - Conduct ad-hoc analysis as required by management. - Continuously improve the efficiency and effectiveness of the ERP.  ","Bachelor’s degree in finance. Preferable CMA Holder - Completing CFA Level 1 is a strong bonus. - 7+ years of experience in finance, preferably in the Construction industry - Advanced knowledge of Excel and other financial software - Strong professional work ethic, with a focus on ownership and execution - Excellent communication and interpersonal skills - Attention to detail; strong Analytical skills. - "
76,Business Analyst,Informatique Education,Information Technology Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Informatique-Egypt-6845,"Nasr City, Cairo",Posted 15 days ago,11/8/2023,1 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Analysis - Business Analysis - business - Communication skills - Computer Science - Information Technology (IT) - quality - systems analysis ,"Meet business users to collect and understand the business process, laws, and regulations, business rules, - Model the business processes and prototypes using VISIO, Axure, or other modeling tools - Document processes, procedures, policies, work instructions, etc. - Document the ”To be” software requirements specifications using activity diagrams, use case diagram, etc. - Document the database requirements - Participate in developing or reviewing the test scenarios and test cases - Participate in user acceptance test. ",Previous experience in Business / Systems Analysis or Quality Assurance - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools - Solid experience in writing SQL queries - Basic knowledge in generating process documentation - Strong written and verbal communication skills including technical writing skills - 
77,Support Services Analyst II,Yanbu Aramco Sinopec Refining Company (YASREF),unknown,"Yanbu, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Yanbu Aramco Sinopec Refining Company (YASREF)-Saudi Arabia-91318,"Yanbu, Saudi Arabia",Posted 15 days ago,11/8/2023,More than 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - sql - software development - engineering - analysis - english - business analysis - management - administration - business - media ,,
78,Information Technology Analyst,Raytheon,unknown,"Jeddah, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Raytheon-Saudi Arabia-92408,"Riyadh, Saudi Arabia",Posted 20 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Business Analysis - Analyst - Analysis - Software Development - Software Engineering - Business Analyst - Agile - Computer Engineering - Software - Engineering - Business - SQL - System Analysis - Programming - Software Testing - System Analyst - SDLC - Analytical ,"Address the day-to-day IT support needs of end users by providing exceptional support for incident, service request, and problem management.  - Attend to end user requests through various channels such as phone, walk-ups, and online ticketing systems. - Configure, deploy, and relocate desktops, laptops, printers, and any other related devices. - Ensures optimal performance of the local area network (LAN) and workstations. - Identify, troubleshoot, resolve, and document end-user system issues requests. - Open and follow up with tech support from global DT team. - Identifies problems and provides guidance to clients on corrective steps. - Writes and maintains documentation to enhance client references. - Enhances system performance by solving problems and recommending effective changes. - Qualifications You Must Have:  - University degree in computer science, Information Technology, or a related field.and less than 2 years priorrelevant experience. - Excellent collaboration skills and ability to work across diverse organizations and teams. - Proficient in Arabic and English (both written and oral); must be able to communicate effectively with all levels of management via email, telephone, and in person. - Demonstrated analytic expertise – to include ability to think critically and logically in a dynamic, high-pressure, fast-paced environment. - Understanding of systems integrations for applications - Display exceptional communication and presentation skills with a willingness to learn and provide an innovative approach.   - Analytical and problem-solving skills to effectively troubleshoot and diagnose issues. - Strong time management skills to provide timely updates and fixes within promised time frames. - Excellent customer service skills to interact professionally and positively with employees and coworkers. - Analyze service data and evaluate results to choose the best resolutions to customer service challenges. ",not mentioned
79,Business Analyst,DXC.technology,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/DXC.technology-Saudi Arabia-91492,"Cairo, Egypt",Posted 20 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,"You are fluent in written and spoken English and Arabic - You are a team player with strong communication skills who realizes that excellence can only be achieved as a team - You’re conscious of the role you will have and understand how the value chain and business processes work - You combine intellectual curiosity with creativity to turn bright ideas into brighter solutions - You have an innate interest in understanding the industry, business and its operations - You’re people minded, nimble and sensitive to your environment - Comfortable working in an agile environment - You are proactive and an excellent communicator ",not mentioned
80,SOC Analyst – Level 1- KSA,IT Security C&T,unknown,"Khobar, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/IT Security C&T-Saudi Arabia-91725,"Riyadh, Saudi Arabia",Posted 20 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - customer service - analysis - engineering - operations - research - siem - administration - analyst - management - security operations ,"Work as part of 24x7 security operation team - Monitor the Security Information and Event Management System (SIEM) and follow up all related security incidents and events. - Follow the day-to-day operations related to own job to ensure continuity of work - Respond to security incidents and report on incident handling and resolution. - Participate in forensic analysis and data recovery, and penetration testing. - Perform daily security analysis and scanning and assessment for information security risks, threats and vulnerabilities. - Proactive research to identify and understand new threats, vulnerabilities, and exploits. - Configuration and administration of security systems and tools. - Define and evaluate security technologies required to ensure safe technology operation and detection of cyber-attack. - Provide the security recommendations on actions which assist in improving security posture within CLIENT Environment. - Follow all relevant departmental policies, processes, standard operating procedures and instructions so that work is carried out in a controlled and consistent manner - Participating in reviewing and documenting computer security and emergency  gate identified vulnerabilities and promote security initiatives. - Bachelor’s degree in IT, Engineering, or related field of study preferred; - 1+ years of experience in IT/Security operations or SOC role.  - Professional Security certification preferred (CCNA, Security+ CIHE, GCIH, CEH, CPTE, or equivalent). - Knowledge and experience in network switches, routers and firewalls - Knowledge of Microsoft Word, Project, Excel, Access, Visio ",not mentioned
81,SOC Analyst Level 2,IT Security C&T,unknown,"Khobar, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/IT Security C&T-Saudi Arabia-91725,"Riyadh, Saudi Arabia",Posted 20 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - analysis - engineering - analyst - siem - management - business - operations - research - testing - ceh ,"Work as part of 24x7 security operation team - Monitor the Security Information and Event Management System (RSA-SIEM) and follow up all related security incidents and events. - Follow the day-to-day operations related to own job to ensure continuity of work - Respond to security incidents and report on incident handling and resolution. - Participate in forensic analysis, data recovery, and penetration testing. - Perform daily security analysis and scanning and assessment for information security risks, threats and vulnerabilities. - Proactive research to identify and understand new threats, vulnerabilities, and exploits. - Configuration and administration of security systems and tools. - Define and evaluate security technologies required to ensure safe technology operation and detection of cyber-attack. - Provide the security recommendations on actions which assist in improving security posture within CLIENT Environment. - implementation and maintenance of RSA Adaptive Authentication Solution. - Support customer engagements end-to-end to include implementation, configuration, operations, maintenance and management of RSA  Netwitness-NW Security Information & Event Management (SIEM) solutions - Follow all relevant departmental policies, processes, standard operating procedures and instructions so that work is carried out in a controlled and consistent manner - Participating in reviewing and documenting computer security and emergency  - Bachelor’s degree in IT, Engineering, or related field of study preferred; - 4+ years of experience in IT/Security operations or SOC role. - Network+, CIHE CCNA R&S, SSCP, Security +,Linux security, windows security or forensics training is plus. - Expertise in RSA products as it relates to the following: - Advanced
troubleshooting and SME (Subject Matter Expertise) with RSA (AA – Adaptive
Authentication AM – Authentication Manager) toolset. Hands on experience in tuning and installing.
Hands-on experience in Security Information Event Management System in (RSA SIEM) - Professional Security certification preferred (RSA Certified Administrator, RSA Netwitness, SSCP, GSEC, , GCIH, CEH, CPTE, or equivalent). - Knowledge and experience in network switches, routers and firewalls ",not mentioned
82,KYC Compliance Analyst (Mandarin Speaking),Charterhouse Middle East,unknown,"Doha, Qatar • ",https://wuzzuf.net/jobs/careers/Charterhouse Middle East-Qatar-91678,"Dubai, United Arab Emirates",Posted 21 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,finance - accounting - information technology (it) - computer science - analysis - research - kyc - reporting - analyst - compliance - financial - business ,,not mentioned
83,AML Analyst - Anti Money Laundery Analyst - UK Account,CSHR For Business Development,Outsourcing/Offshoring,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/CSHR For Business Development-Egypt-95927,"Cairo, Egypt",Posted 15 days ago,11/8/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance - Banking ,AML - Banking - Compliance - KYC ,,"sing external and internal resources and conducting open source research in order to identify customer profiles and mitigate AML risk by verifying and investigating SOF. - Ensure that all investigations are completed in a timely and efficient manner. - Requesting customer SOF documents to meet internal standards & industry regulation. - Ensure accurate records are maintained in order to meet internal standards and industry regulations. - Where required, escalate complex AML issues to AML Manager and/or MLRO, providing relevant information to management at a summary level. - Updating or amending affordability limits applied accounts based on information presented to them - Responsible for AML reports & other reports used to monitor and control risk management. - Assisting with compiling information for regulatory audits. - To maintain client information in accordance with the Data Protection policy. - To perform additional tasks as required by the AML manager and MLRO - Previous experience working in a risk or compliance role would be advantageous - Excellent organisation and time management skills. - Ability to use initiative to analyse an event and make an appropriate decision. - High degree of attention to detail. - First-rate oral and written communication skills. - Outstanding analytical skills. - Reasoning ability in order to make confident and justifiable decisions - IT skills - proficient in Microsoft Office and open source internet research. - Outstanding analytical skills. - Microsoft Excel skills. - SQL an advantage. - "
84,Cost & budget financial analyst,Mobica,"Furniture, Manufacturing, Retail","Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Mobica-Egypt-17185,"Mohandessin, Giza",Posted 17 days ago,11/8/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,0 to 0 EGP Per Month,Accounting/Finance - Manufacturing/Production - Analyst/Research ,Accounting - Analysis - Budgeting - Cost Analysis - Financial Analysis - Financial Planning - Manufacturing - Finance - Cost - Budget - Financial ,,
85,Business Analyst,Fursaty Careers/Learn to B HR Consultancy,unknown,"Ajman, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Fursaty Careers/Learn to B HR Consultancy-United Arab Emirates-93301,"Dubai, United Arab Emirates",Posted 28 days ago,11/8/2023,More than 2 years,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,"Collaborate closely with department head and stakeholders to understand operational goals and challenges, leveraging data-driven insights to support decision-making. - Develop, maintain, and optimize operational dashboards and reports to monitor key performance indicators (KPIs) and provide actionable insights. - Analyze large and complex datasets to identify trends, patterns, and opportunities for process improvement and cost savings. - Conduct in-depth root cause analysis to identify operational inefficiencies and propose targeted solutions for enhancement. - Drive data-driven continuous improvement initiatives by identifying areas for process optimization, resource allocation, and workflow automation. - Utilize advanced data analysis techniques to forecast trends, model scenarios, and support strategic planning efforts. - Collaborate with IT teams to ensure data accuracy, availability, and integration across various systems and platforms. - Develop and deliver comprehensive presentations, reports, and recommendations to stakeholders and leadership. - Stay informed about industry best practices, emerging trends, and technologies related to healthcare operations and data analytics. ",
86,Treaty & Operations Analyst,"Reinsurance Group Of America, Incorporated",unknown,"Dubai, United Arab Emirates • ","https://wuzzuf.net/jobs/careers/Reinsurance Group Of America, Incorporated-United Arab Emirates-95571","Dubai, United Arab Emirates",Posted 24 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - analysis - finance - accounting - financial analysis - microsoft excel - marketing - business - operations - management - reporting ,,not mentioned
87,Financial Analyst,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 24 days ago,11/8/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Financial Forecasting - Analysis - Commerce - Corporate Finance - Economics - Finance - Financial - Financial Analysis - Forecasting - MS Office - Reporting ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well informed in current financial subjects, accounting, tax laws, money market and business environments - BS degree in Finance, Economics or related field - "
88,SOC Analyst,Link Datacenter,Information Technology Services,"Giza, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Link-Datacenter-Egypt-23208,"Giza, Egypt",Posted 22 days ago,11/8/2023,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,0 to 0 EGP Per Month,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - CEH - Information Technology (IT) - Security Operations - Security - SIEM - SOC - Technical Analysis ,"Detect, fingerprint, and mitigate cyber threats on a per-event basis - Participate in projects specific to Security Operations Center roadmap - Perform security incident analysis and recommend remediation steps - Work escalations from SOC analysts to completion in ticket tracking system - Create rules, filters, active channels, queries, trends and all other informational content based on use cases - Communicate and collaborate with security operations center analysts to optimize SIEM solution performance to better meet the needs of operations - Tune correlation rules and event data quality to maximize SIEM system efficiency - Provide support, recommendations and optimization for the SIEM platform - Interface with onsite clients to understand the quality aspects and expectations, as needed ","Bachelor’s degree in IT, or related field of study preferred; MS degree is a plus. - At least 2 years of experience within a Security Operations Environment or 2+ years of experience in Network Operations Center. - Good knowledge of Various Security Technologies - Experience with Security Information and Event Management (SIEM) tools - Experience in event monitoring, correlation, event analysis, investigation and remediation of security events. - Proven Knowledge and expertise in SIEM administration tasks including troubleshooting of various SIEM components - Experience in managing multiple SOC customers. - Information security certifications, Professional Security certification is a plus (SSCP, GSEC, CIHE, GCIH, CEH, or equivalent) - "
