,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
45,Software Analyst,Zewail City,"Higher Education, Non-Profit Organizations","Giza, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,"6th of October, Giza",Posted 24 days ago,2/25/2023,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social & Medical Insurance, Transportation",IT/Software Development ,Analysis - Business Analysis - Communication skills - Software Development - Information Technology (IT) - Software - Database - Computer Science - HTML - Troubleshooting - SQL - Information Systems ,"Manage, maintain and administer the student's information system (SIS); namely Power Campus - Identify problems, troubleshoot, and give solutions regarding the SIS. - Create customized SSRS reports as requested and make sure that they meet the business users’ requirements. - Manage transcripts changes according to requirements, including implementing the calculation and reporting of the student’s grades and GPAs. - Provide solutions and assistance in mass data uploads to the SIS. - Manage users’ privileges on the SIS based on their tasks and responsibilities. - Monitor the system's usage and database health. - Conduct analysis on the system usage as well as data usage to provide accurate recommendations and solutions for enhanced workflow. ","University degree, preferably with a technical background. - Basic Knowledge of student information systems. - Good Knowledge of database Maintenance, backup, recovery, and analysis. - Good Knowledge of using systems reporting tools and creating required queries and reports. - Very Good experience with SQL. - Good knowledge of HTML, and CSS. - Experience with systems administration and analysis is a plus. - Skilled at analyzing and troubleshooting software user problems. - Skilled at communicating technical information to non-technical end-users. - Eager to learn and apply new technologies. - Have no problem with faculty and students' work environment. - Good organizational and time-management skills. - Strong interpersonal skills and the ability to work in teams. - Excellent attention to detail. - Problem-solving mindset. - Good communication skills. - "
46,Business Development Analyst,Cilantro,"Food and Beverage Production, Food Services/Restaurants/Catering","Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Cilantro-Egypt-69955,"Maadi, Cairo",Posted 25 days ago,2/25/2023,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Business Development ,Business Development - Business Analysis - Business Analytics - Computer Science - BI - business - Business Administration ,"Business development analysts are responsible for optimizing business processes and increasing revenue. - They evaluate operations and finances, research sales leads, and develop improved business strategies and are also required to report to senior business development managers. - They analyze opportunities and strategies to identify new opportunities and cost reductions to increase sales revenue. - They report findings and add value to product offerings to increase sales. - Manage the development and maintenance of departmental databases and periodical reports. - Develop, maintain, and monitor project plans and deliverables. - Lead the development and management of account plans that include both short and long-term growth opportunities. - Develop business proposals through research and gathering collectible intel to develop solutions. - Prepare and edit internal presentations to support critical decision-making by senior management. - Prepare all materials in support of the enterprise planning process. - Liaison with various business units as determined by the manager for specific projects. - Collaborate with internal and external vendors to design and implement annual communication campaigns. - Develop detailed flowcharts and models, implement specifications, and perform modifications from design reviews, prototype evaluations, and assessment testing. - Monitor and analyze competitor data to recognize and articulate important events and trends. - Assist with the integration of new products and services within the proposal system, including updating, rewriting, and editing the various databases used in creating proposals. ","Bachelor's or Graduate's Degree in business, computer science, information systems or business administration, or equivalent experience. - Experience with Python & Power BI/Tableau software and systems. - Strong leadership and critical thinking skills. - Familiarity with object-oriented programming. - A strong work ethic and strict attention to detail. - Demonstrated ability to collaborate and problem-solve. - "
47,Product Owner/Business Analyst,Nahdet Misr Publishing Group,Publishing and Printing,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,"Mohandessin, Giza",Posted 24 days ago,2/25/2023,1 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Media/Journalism/Publishing - Engineering - Telecom/Technology ,Analysis - Business Analysis - Product Development - Product Management - Product - business - Development ,,Requirements• BSc. in the field of Computer Science or any other field related to the business application• Excellent product management skills• 1-3 years of experience in same filed• Excellent understanding of customers• Product Development• Competitive Analysis  - 
48,Senior System analyst,Masary,"Computer Software, Information Technology Services","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Masary-Egypt-11058,"Maadi, Cairo",Posted 27 days ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research ,Analysis - Computer Science - Software Development - Information Systems - Information Technology (IT) - Testing - Software ,"System integration management with other companies and partners - Requirement gathering and arrangement - Design, implement, execute and debug information technology test cases and scripts - Supporting Web Applications and web sites - Incident Handling and second level support for IT Issues - Technical Reporting, documentation and reports generation ","BSc degree of computer science or computer engineering or relevant study - 8+ years of total technical experience - 3+ years of experience in System Analysis - Strong knowledge of Software Development Life Cycle (SDLC) (Analysis, Design, Implementation, Testing, Deployment, Maintenance, etc.) - Strong knowledge of Information Systems and their different types (Transactional, Decision Support, Management, Operational, etc.). MUST - Technical Writing, documentation and Problem Solving skills - Good knowledge of Software development (OOP). - Ability to define problems, collect data, draw valid conclusions, find valid solutions, write reports and manuals - Good knowledge of web technologies (HTML, XML Web services, web 2.0, etc.) - Good knowledge of Software Architecture concepts (SOA, Client Server, etc.) - Very Good in Microsoft office - Very Good in English - "
49,Data Analyst,JoviTronix ,Consumer Electronics,"Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/JoviTronix-Egypt-16391,"Sheikh Zayed, Giza",Posted 2 months ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,6000 to 7000 EGP Per Month,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - analytical - business - Commerce - Computer Science - Data Analysis - Data - Information Technology (IT) - Engineering - Marketing - Statistics - Microsoft Excel ,"Insights Interpretation and collaboration: - To drive and offer digital data analytics (e.g. trends, analysis innovations, industry best practices) utilizing digital analytic tools.  - Suggest data driven optimization to business strategies through extracting and analyzing multiple data sources and turning them into actionable business insight.  - Monitor and quantify & optimize the effectiveness of the consumer journey.  - Develop forecasting model (e-commerce channels) based on historical data seasonality & business variables.  - Collaborate and partner with e-commerce team to analyze and improve customer journey and implement deliverables which facilitate business growth and maximized consumer-experience.  - Reporting: - Provide web/campaign performance reporting - Develop the appropriate reporting tools to enable productive ongoing analysis of performance - Define & maintain daily ecommerce KPI reports to all key stakeholders.  - Automate reporting process wherever needed/possible  ","University degree in Statistics, Computer Science, Actuarial Science, Engineering, Marketing or equivalent.  - Experience within e-commerce/ Digital Publishing Web Analytics & Campaign Analysis.  - Experience with one or more Analytics tools such as Google Analytics - Experience with data visualization tool i.e. Power BI  - Strong proficiency in Microsoft Excel  - Demonstrate analytical, business-acumen and problem-solving skills.  - Excellent communication and interpersonal skills.  - Enthusiastic and ambitious self-starter with a strong drive for results.  - Ability to embrace complexity, ambiguity and able to translate opportunities to experiment and simplify.  - Demonstrates a strong curiosity to learn, sense of urgency, agility and a genuine commitment to revolutionizing the industry.  - "
50,Senior Financial reporting Analyst,Argaam,"Financial Services, Online Media, Writing and Editing","Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/DANAT--Egypt-6668,"Mohandessin, Giza",Posted 27 days ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Financial Analysis - Reporting - analytical - MS Office - Finance ,"Perform financial reporting, analyze financial data, and create financial models for decision support. - Gathering and analyzing financial information, industry trends and economic conditions to predict and write the main effects of the companies and sectors performance. - Writing quarterly update reports for the listed companies in Saudi Arabia “TASI”. - Report on financial performance and prepare for regular leadership reviews. - Analyze past results, perform variance analysis, identify trends, and make recommendations for improvements. - Evaluate financial performance by comparing and analyzing actual results with plans and forecasts. - Increase productivity by creating automated reporting/forecasting tools ","Bachelor's degree in Accounting, Economic or Financial Markets and Institutions. - Solid experience in the same field is Preferable. - An understanding of advanced concepts, and practices of accounting and finance. - Excellent in MS office  - Strong analytical thinking. - Reporting skills. - 3 to 5 years of Experience. - "
51,Cash Flow Analyst,Elite Education Group,Education,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Elite-International-School-Egypt-39768,"New Cairo, Cairo",Posted 26 days ago,2/25/2023,2 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Accounting - Cash Flow - Finance - Financial Analysis - Financial ,"Prepare the feasibility study/business plan for assigned projects in conjunction with the board of directors. - Assist in the pricing modules of all projects. - Track market trends in real estate sector. - create and update the projects feasibly study on regular basis. - create and update the pricing models for all projects. - Work on the sales analysis and the associated prices increase. - Work on the financial deals with any prospected investors or partners. - Work on the financial assessment of new lands. - Work with the portfolio management team and directors to monitor, evaluate and advise portfolio management head on the performance of existing portfolio of assets, projects and subsidiary/affiliated companies. - Spreading the company's financials and conducting fundamental analysis. - Prepare presentation materials for the company board of directors. - Attending events to get an update on competitors' potential projects, terms of payments and other financial & non-financial data that will be used in our comparable project's valuation. ","Advanced in Microsoft tools (Excel, PowerPoint, Word). - English Language Spoken/Written is a must. - Certificate in (CTP) is preferrable. - Bachelor’s Degree in finance or Economics. - Minimum (4) years of experience in financial analysis, Feasibility Studies and business valuation. - "
52,Financial Analyst,Elite Education Group,Education,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Elite-International-School-Egypt-39768,"New Cairo, Cairo",Posted 26 days ago,2/25/2023,2 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,CFA - Accounting - Financial Analysis - analytical - Finance ,"Contributing to all aspects of project structuring and execution, including comprehensive research and analysis of background materials, market information and financial performance data. - Analyze and evaluate potential risks related to the proposed project, including analysis of financial statements, preparing, and updating financial models and financial projections. - Preparation of internal project documentation, including approval of project memoranda, financial analysis, financial models, draft term sheets, presentations, etc. - Build 10-Yrs financial models for different investment opportunities, mergers, acquisitions, and capital raising. - Build different valuation models through multiple approaches. - Carry out feasibility studies and capital budgeting techniques to assess potential business in different segments. - Develop and maintaining a proper Investor Relations (IR) plan and upgrading as per requirement - Build relationships with different private equity funds, banks, and reputable legal offices in & outside Egypt. - Prepare monthly and quarterly reports to the funds and bank investors. - Coordinating due diligence process for transactions and managing advisers working on different stages of the mandate. - Work with cross-functional departments including Finance, Legal, Commercial, Operations, Business Development, HR, and IT to execute the integration plan with no surprises. ","Analytical skills - Expert in using Excel & PowerPoint. - Knowledge in Estate Master System - Strong background in finance. - 7 To 10 Years of experience with not less than 3 years in a similar post - Post graduate degree/s related is highly recommended - Graduated from FMI is preferable. - Certified (FMVA, CFA) is preferable. - "
53,Risk Management Officer,Almosafer,"Airlines/Aviation, Travel and Tourism","Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Almosafer-Egypt-19271,"Mohandessin, Giza",Posted 11 days ago,2/25/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance - Banking - Analyst/Research ,Banking - Call Center - Finance - Microsoft Office - Risk Management - Accounting - Data Analysis - Communication - Communication skills - excel - Analyst - English - Fraud Investigation - fraud - payment - abuse ,,Excellent English speaker. - Excellent communication skills. - Call center Experience in banking industry. - Data analyst Experience in order to analyze and do reports. - Excellent Excel user. - 
54,Flow Cytometry Analyst - Medical,siParadigm Egypt,Healthcare and Medical Services,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/SiParadigm-Egypt-Egypt-4594,"Sheraton, Cairo",Posted 1 month ago,2/25/2023,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Family Medical Insurance
International Travel",R&D/Science - Medical/Healthcare - Pharmaceutical ,Cytometry - Flow Cytometry - Medical - Pharmacy - Medicine - Dentistry - Biological Science ,"Accurately performs flow cytometry gating analysis for leukemia/lymphoma & paroxysmal nocturnal hemoglobinuria as described by the Standard Operating Procedure Manual, and maintains acceptable quality - Demonstrates understanding of disease entities and their common and uncommon immunophenotypic presentations in order to provide an optimal preliminary diagnosis. - Orders repeats or additional testing for flow cytometry as described by the Standard Operating Procedure Manual. - Performs various clerical functions pertinent to the completion of a technical task. - Participates in CAP and New York State proficiency testing program. - Engages in activities which promote professional growth.  Attends continuing education meetings and makes suggestions for quality improvements. - Performs all other duties as assigned by the Flow Cytometry supervisor and/or Flow Cytometry director. ","Bachelor degree in a science or healthcare related field (medicine, pharmacy, biological sciences, dentistry, etc.). - Excellent command of spoken and written English. - Excellent digital computer skills. - "
55,Financial Analyst,Cairoscan,Healthcare and Medical Services,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Cairoscan-Egypt-10429,"Mohandessin, Giza",Posted 1 month ago,2/25/2023,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance ,Finance - Auditing - Investment - Analysis - Financial Analysis - Cost Analysis ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing -  Provide creative alternatives and recommendations to reduce costs and improve financial performance -  Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models -  Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis -  Track and determine financial status by analyzing actual results in comparison with forecasts -  Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field -  Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications -  Hands on experience with statistical analysis and statistical packages -  Outstanding presentation, reporting and communication skills -  Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis -  Well informed in current financial subjects, accounting, tax laws, money market and business environments -  BS degree in Finance, Economics or related field - "
56,Business Analyst,Youxel,Information Technology Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Youxel-Egypt-19495,"Cairo, Egypt",Posted 1 month ago,2/25/2023,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Engineering - Software Development - Software - Software Engineering - Computer Science - Computer Engineering ,"Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats - Construct workflow charts and diagrams; studying system capabilities; writing specifications - Improve systems by studying current practices; designing modifications - Recommend controls by identifying problems; writing improved procedures - Maintain user confidence and protect operations by keeping information confidential - Prepare technical reports by collecting, analyzing and summarizing information and trends - Interpret, evaluate and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making - Perform daily, weekly and monthly reviews and analyses of current processes using operational metrics and reports - Understand and communicate the functional and operational impact of any changes ",More than 2 years of experience. - Preferred to have experience in a software industry. - 
57,Data Scientist Manager,Tamweely,Financial Services,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Tamweely-Egypt-30002,"Shubra, Cairo",Posted 12 days ago,2/25/2023,7 to 10 years,Manager ,Not Specified,Confidential,Analyst/Research ,Data - Data Analysis - Economics - Mathematics - Statistics - Reporting ,,
58,Ads Sales Quality and Training Analyst –Senior Process Associate,Genpact,Computer Software,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/general-pacific-United-States-39590,"Cairo, Egypt",Posted 1 month ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising ,analytics - Digital Marketing ,,
59,Process Associate/ Developer – Reporting Analyst (MIS),Genpact,Computer Software,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/general-pacific-United-States-39590,"Cairo, Egypt",Posted 1 month ago,2/25/2023,2 to 4 years,Experienced (Non-Manager),Not Specified,"Confidential, Health & Life Insurance
Transport Allowance
Cellphone Allowance
Annual Bonus",Analyst/Research ,analytical - Reporting ,"Maintain reports & spreadsheets for historical data, manage email queues - Work closely with Operations for daily, weekly & monthly reports - Recommend staffing changes to match the call demand & co-ordinate with the WFM resource on a daily basis to ensure adequate staffing is maintained. - Participate in periodic meetings with Operations & the Client - Provide insights & analytics on drivers impacting Service Levels & Volume - Slicing and dicing of data at a market/process level drilling down to team/agent level to provide required insights - Extremely good at excel functions like pivots, power pivots, trend graphs, bar graphs, VBA macros, bridge plans etc., - Providing insights on existing data to internal/external stakeholders - Identifying the market/process/queue by team/agent wise volume variations and alerting the respective stake holders proactively - All the observations should be reported to WFM to help changing the staffing plans/roster accordingly and send the alerts on SLA misses proactively, if any - Maintain reports & spreadsheets for historical data, manage email queues - Work closely with Operations for daily, weekly & monthly reports - Recommend staffing changes to match the call demand & co-ordinate with the WFM resource on a daily basis to ensure adequate staffing is maintained. - Participate in periodic meetings with Operations & the Client - Provide insights & analytics on drivers impacting Service Levels & Volume - Providing insights on existing data to internal/external stakeholders ","Any graduate degree or equivalent with a strong academic record - Relevant work experience in MIS/Reporting - Excellent Communication Skills - Proficiency with MS Excel, specifically pivot tables, Lookups and PowerPoint required - Ability to manage and coordinate multiple assignments simultaneously in a deadline-driven, fast-paced environment required - Proficiency in VBA Macros & Advance Excel is preferred - Ability to provide coverage during operational hours, with after-hours coverage as needed is required - Ability to develop and maintain effective communication with client and internal stakeholders is required - Ability to interact with Global Teams & global stakeholders - Strong analytical and quantitative skills and ability to see trends and patterns in data and translate data into decisions is required - Preferred to have exposure to Global clients & should familiar with different Time Zone - Strong attention to details - "
60,Senior Investment Banking Analyst,Talaat Moustafa Group,unknown,Egypt • More than 1000 employees,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,"Dokki, Giza",Posted 1 month ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Banking - Analyst/Research ,Finance - Financial Analysis - Analytical - Planning - Financial Planning - Corporate Finance - Accounting - Commerce - Analysis - Financial - Banking - Excel - Investment Banking - Microsoft Excel - Investment ,"Provides analytical, forecasting, reporting, and project support to reports to senior management. - Produces monthly reports, which include key metrics, financial results, and variance reporting. - Spearheads the annual and quarterly budgeting and forecasting processes. - Identifies opportunities for performance improvement across the organization. - Maintains knowledge and keeps abreast of new investment regulations or policies. - Develops financial models that help with decision-making. - Guides the cost analysis process by establishing and enforcing policies and procedures. - Provides analysis of trends and forecasts and recommends actions for optimization. - Recommends actions by analyzing and interpreting data and making comparative analyses; studies proposed changes in methods and materials. - Evaluates business processes, anticipates requirements, uncovers areas for improvement, develops and implements solutions. - Leads ongoing reviews of business processes and develops optimization strategies. - Serves as a liaison between stakeholders and clients. - Manages competing resources and priorities. - Monitors deliverables and ensuring timely completion of projects. ","Bachelor's degree in Finance. - 3-5 years of relevant experience in corporate finance, financial planning & analysis, investment banking, or other related fields. - Excellent analytical, decision-making, and problem-solving skills. - Attention to accuracy and detail required. - Proficient in Microsoft Excel. - "
61,Social Media Marketing Manager,English Zone,"Education, Training and Coaching","Giza, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/English-Zone-Egypt-29142,"Dokki, Giza",Posted 14 days ago,2/25/2023,3 to 7 years,Manager ,Not Specified,Confidential,Marketing/PR/Advertising - Project/Program Management - Media/Journalism/Publishing ,Social Media - Advertising Media - Content Writing - SEO - Online Ads - Google Ads - data analyst - Content - Experience - media - social media specialist - Writing - specialist - social ,Define and execute the marketing and communication activities according to our marketing plan - Coordinate all marketing activities to generate leads - Collaborate with other teams to promote offerings - Inform clients and prospects of products and services through creative marketing strategies - Track performance of all social media marketing campaigns ,"Bachelor's degree or equivalent experience - 3+ years' experience in social media marketing - Ability to multi-task - Strong verbal, written, and organizational skills - Media buying experience - SEO background. - Past experience in content writing and social media specialist. - "
62,Data Specialist-SSIS,SANTECHTURE ,Information Technology Services,Saudi Arabia • 51-100 employees,https://wuzzuf.net/jobs/careers/ACCUMED-Saudi Arabia-82795,"Cairo, Egypt",Posted 11 days ago,2/25/2023,10 to 15 years,Manager ,Not Specified,Confidential,IT/Software Development ,Data - Engineering - Information Technology (IT) - SSIS - SQL - ETL ,"Your primary objective is to create the data products and make sure they’re delivered through reliable data pipelines. - Design and develop database objects, tables, stored procedures, views, triggers and SSIS packages. - Analyze, solve, and correct issues in real time, providing problem resolution end-to-end. - Design a data pipeline and develop ETL processes that will transform a variety of raw data, flat files, xl spreadsheets into SQL Databases. - Provide database support for development and deployment of database scripts in Development, Test, Pre-Production and Production environments. - Design and develop enterprise and departmental business intelligence and data warehousing solutions. - Test programs or databases, correct errors, and make necessary modifications. - Plan, coordinate and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure. - Modify existing databases and database management systems or direct programmers and analysts to make changes. - Develop methods for integrating different products so they work properly together.  - Develop standards and guidelines to guide the use and acquisition of software and to protect changes to database. - Revise/write company definition of data as defined in data dictionary. - Train users and answer questions. - Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases. - Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management. - Software engineering background specialized in big data. - Work experience as a DevOps Engineer or similar software engineering role. - Have exceptional SQL Server programming skills as follows: - Advanced Business Intelligence experience - BIML scripting - SSIS, SSRS, SSAS - Power BI - Extensive experience with reporting using Power BI. - Experience coding complex stored procedures (using T-SQL). - Experience with developing SSIS packages. - Performs ad-hoc analysis using T-SQL query language within the database systems using a process-oriented approach. - Understands the concept of Data marts, Data warehouse and Data lakes and experience with migrating legacy systems to data marts/ warehouse /lake. - Uses additional cloud technologies (e.g., understands concept of Cloud services like Azure SQL server). - Uses SQL Server Analysis Services to enhance existing, or develop new, OLAP cubes used in the EDW system. ","Your primary objective is to create the data products and make sure they’re delivered through reliable data pipelines. - Design and develop database objects, tables, stored procedures, views, triggers and SSIS packages. - Analyze, solve, and correct issues in real time, providing problem resolution end-to-end. - Design a data pipeline and develop ETL processes that will transform a variety of raw data, flat files, xl spreadsheets into SQL Databases. - Provide database support for development and deployment of database scripts in Development, Test, Pre-Production and Production environments. - Design and develop enterprise and departmental business intelligence and data warehousing solutions. - Test programs or databases, correct errors, and make necessary modifications. - Plan, coordinate and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure. - Modify existing databases and database management systems or direct programmers and analysts to make changes. - Develop methods for integrating different products so they work properly together.  - Develop standards and guidelines to guide the use and acquisition of software and to protect changes to database. - Revise/write company definition of data as defined in data dictionary. - Train users and answer questions. - Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases. - Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management. - Software engineering background specialized in big data. - Work experience as a DevOps Engineer or similar software engineering role. - Have exceptional SQL Server programming skills as follows: - Advanced Business Intelligence experience - BIML scripting - SSIS, SSRS, SSAS - Power BI - Extensive experience with reporting using Power BI. - Experience coding complex stored procedures (using T-SQL). - Experience with developing SSIS packages. - Performs ad-hoc analysis using T-SQL query language within the database systems using a process-oriented approach. - Understands the concept of Data marts, Data warehouse and Data lakes and experience with migrating legacy systems to data marts/ warehouse /lake. - Uses additional cloud technologies (e.g., understands concept of Cloud services like Azure SQL server). - Uses SQL Server Analysis Services to enhance existing, or develop new, OLAP cubes used in the EDW system. - "
63,Market Research Analyst,Dealtio,Wholesale Trade,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Bawabt-Alsharq-Egypt-52554,"Nasr City, Cairo",Posted 1 month ago,2/25/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Not Specified,5000 to 6000 EGP Per Month,Marketing/PR/Advertising - Analyst/Research ,Creative - business - Management - E-Marketing - Market Research - Web Analytics - Statistics - Export ,"identifies and defines the objective of an assigned marketing research project. - determines the best methods to use to meet those objectives.  - Drafts questionnaires, polls, surveys, and other data collection resources.  - Research and compiles data related to the current product market, customer demographics and interest, and factors influencing product demand. - analyzes results to identify ways of maximizing sales and market penetration of current products. - Compiles data related to competitors' products such as pricing, sales, and marketing or distribution methodology.  - Summarizes and analyzes data; makes recommendations related to research findings.  - Reports findings, complete with graphs illustrating data and written text explaining complex findings.  - Identifies potential new products or markets through research.  - Forecasts and tracks industry marketing and sales trends based on collected data.  - Delivers reports and presentations of findings to management and/or executive leadership.  - Performs other related duties as assigned.  - knowledge of export and Familiarity with trade agreements and developments in the field of international trade.  ","BS degree in Statistics, Marketing, or a related field - High level of organizational and time management skills, with the ability to prioritize tasks and respond to requests. - Logical and creative thinking - Search engines, web analytics, and business research tools acumen - Analyze statistical data through SPSS or other statistical programs. - The ability to work effectively with a variety of internal and external clients. - Strong analytical and critical thinking skills - "
64,Quality Assurance Analyst,Fawry for Banking Technology and Electronic Payments S.A.E,Financial Services,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Fawry-Banking---Payment-Technology-Services-Egypt-2878,"Smart Village, Giza",Posted 1 month ago,2/25/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development - Quality - Engineering - Telecom/Technology ,Microsoft Excel - Quality Control - Quality Assurance - Skills - English - QA - Quality ,"Provides Product Manager with weekly performance feedback on the different channels. - Identify failures and potential failures to recommend action plans/preventive actions and communicate results with the concerned management. - Assists in developing, creating, and implementing various quality processes and procedures. - Validate and brief investigations team when required and ensure accurate meaningful reports prepare within previously agreed timescales. - Adhere to all communicated targets, monitoring targets, frequency, and schedules. - Remain knowledgeable on project information by keeping the training manual updated, and taking various assigned engagements if needed. ","Bachelor`s degree in a relevant discipline (business administration, Commerce or MIS) - 1 - 2 Previous Experience in Financial Or Accounting Fields. - Data modeling experience in building Logical and Physical data models. - Flexible Working Conditions including after-Working hours. - Flexible to Regular Visits For Companies Sites. - Advanced Microsoft Excel, Power Point Skills ,and Access Skills Desirable. - Excellent Command of English . - Result-driven, Strong Logical and analytical Capacity, Well Organized With High Attention To Detail. - Strong problem Solving Skills. - Self-Motivated Professional To Work With minimal Direction with effective Time Management Skills. - "
65,Ads Sales Quality and Training Analyst –Management Trainee,Genpact,Computer Software,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/general-pacific-United-States-39590,"Cairo, Egypt",Posted 1 month ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production - Quality ,Digital Marketing - Digital Sales ,,
66,Data Analysis & Operation Control Supervisor,Sky logistics,Logistics and Supply Chain,"Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Sky-logistics-Egypt-43527,"Sheikh Zayed, Giza",Posted 8 days ago,2/25/2023,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Competitive Package ,Private Medical Insurance, Social& Life Insurance , Transportation And Mobile Line",Other - Analyst/Research ,SQL - Advanced Excel - Power BI - Visual Basic - Data Analysis - Leadership - excel - Reports - Presentations ,"Control and monitor transportation and stevedoring operation. - Implement operation and maintenance data analysis. - Create and develop business dashboard. - Manage daily, weekly and monthly reports. - Use statistical data analysis modules. - Simulate and test scenarios of data mind and data integration. - Develop Business performance reports. - Apply Client survey (collect, analyze, present and develop). - Utilize use of data extracted from digital systems (GPS, FMS, ERP, …). - Support top management by visualizing summary of business results related to performance management and decision making. - Follow up daily reports and data entry processes. - Manage control room team. - Validate data of operations. ",Bachelor degree in any related field. - 5-7 years of experience in the same field. - Advanced excel and visual basic is a must. - Power BI & SQL is a must. - Communication Skills. - Leadership Skills. - Presentation Skills. - Statistical Data Analysis. - 6 Sigma green belt knowledge. - Females preferred. - 
67,Data Engineer,Confidential Company ,unknown,unknown,unknown,"Riyadh, Saudi Arabia",Posted 4 days ago,2/25/2023,2 to 15 years,Experienced (Non-Manager),Not Specified,10000 to 25000 SAR Per Month,IT/Software Development - Engineering - Telecom/Technology ,Data Engineer - ETL - SQL - Teradata - Unix ,,not mentioned
